LSOA11CD,LSOA21CD,CHGIND
E01022956,E01022956,U
E01022916,E01022916,U
E01002290,E01002290,U
E01022957,E01022957,U
E01022917,E01022917,U
E01002260,E01002260,U
E01022958,E01022958,U
E01022900,E01022900,U
E01002261,E01002261,U
E01022937,E01022937,U
E01022904,E01022904,U
E01002262,E01002262,U
E01022943,E01022943,U
E01022905,E01022905,U
E01002263,E01002263,U
E01022944,E01022944,U
E01022908,E01022908,U
E01002264,E01002264,U
E01022946,E01022946,U
E01022970,E01022970,U
E01002266,E01002266,U
E01022940,E01022940,U
E01022947,E01022947,U
E01002267,E01002267,U
E01022942,E01022942,U
E01022945,E01022945,U
E01022948,E01022948,U
E01022936,E01022936,U
E01002372,E01002372,U
E01022949,E01022949,U
E01022938,E01022938,U
E01002373,E01002373,U
E01022939,E01022939,U
E01002374,E01002374,U
E01022941,E01022941,U
E01002368,E01002368,U
E01022899,E01022899,U
E01002369,E01002369,U
E01022907,E01022907,U
E01002370,E01002370,U
E01022909,E01022909,U
E01002371,E01002371,U
E01022910,E01022910,U
E01002375,E01002375,U
E01022911,E01022911,U
E01002343,E01002343,U
E01032605,E01032605,U
E01002344,E01002344,U
E01022919,E01022919,U
E01002348,E01002348,U
E01022933,E01022933,U
E01002349,E01002349,U
E01022934,E01022934,U
E01002342,E01002342,U
E01032618,E01032618,U
E01002345,E01002345,U
E01022918,E01022918,U
E01002346,E01002346,U
E01022920,E01022920,U
E01002347,E01002347,U
E01022921,E01022921,U
E01013998,E01013998,U
E01032617,E01032617,U
E01014051,E01014051,U
E01002276,E01002276,U
E01014052,E01014052,U
E01002278,E01002278,U
E01014096,E01014096,U
E01002312,E01002312,U
E01002313,E01002313,U
E01014041,E01014041,U
E01014042,E01014042,U
E01002277,E01002277,U
E01002279,E01002279,U
E01002281,E01002281,U
E01002283,E01002283,U
E01002299,E01002299,U
E01002498,E01002498,U
E01002499,E01002499,U
E01014064,E01014064,U
E01032577,E01032577,U
E01025868,E01025868,U
E01025869,E01025869,U
E01019711,E01019711,U
E01014065,E01014065,U
E01025870,E01025870,U
E01019734,E01019734,U
E01014066,E01014066,U
E01025871,E01025871,U
E01019743,E01019743,U
E01014067,E01014067,U
E01025878,E01035094,S
E01019744,E01019744,U
E01014031,E01014031,U
E01025878,E01035095,S
E01002515,E01034601,S
E01019745,E01019745,U
E01014032,E01014032,U
E01025846,E01025846,U
E01023546,E01023546,U
E01019712,E01019712,U
E01002515,E01034602,S
E01014049,E01014049,U
E01025847,E01025847,U
E01019713,E01019713,U
E01023547,E01023547,U
E01033725,E01034603,S
E01014050,E01014050,U
E01025848,E01025848,U
E01019764,E01019764,U
E01023528,E01023528,U
E01002436,E01002436,U
E01002401,E01002401,U
E01025865,E01025865,U
E01033725,E01034604,S
E01033725,E01034605,S
E01002520,E01002520,U
E01002521,E01002521,U
E01002523,E01002523,U
E01033724,E01034606,S
E01033724,E01034607,S
E01002410,E01002410,U
E01002412,E01002412,U
E01002456,E01002456,U
E01002509,E01002509,U
E01002511,E01002511,U
E01002422,E01002422,U
E01002423,E01002423,U
E01002424,E01002424,U
E01002425,E01002425,U
E01002427,E01002427,U
E01002428,E01002428,U
E01002408,E01002408,U
E01002409,E01002409,U
E01002429,E01002429,U
E01002455,E01002455,U
E01002457,E01002457,U
E01002392,E01002392,U
E01002393,E01002393,U
E01002540,E01002540,U
E01002542,E01002542,U
E01002543,E01002543,U
E01002394,E01002394,U
E01002395,E01002395,U
E01002397,E01002397,U
E01002398,E01002398,U
E01002399,E01002399,U
E01002426,E01002426,U
E01002411,E01002411,U
E01002413,E01002413,U
E01002518,E01002518,U
E01002519,E01002519,U
E01002550,E01002550,U
E01002554,E01034608,S
E01002554,E01034609,S
E01002541,E01002541,U
E01002544,E01002544,U
E01002545,E01002545,U
E01002546,E01002546,U
E01002547,E01002547,U
E01002400,E01002400,U
E01019765,E01019765,U
E01025845,E01025845,U
E01019767,E01019767,U
E01002402,E01002402,U
E01025853,E01035096,S
E01025877,E01025877,U
E01019710,E01019710,U
E01002403,E01002403,U
E01002479,E01002479,U
E01014053,E01014053,U
E01023564,E01023564,U
E01025879,E01025879,U
E01025853,E01035097,S
E01019715,E01019715,U
E01002480,E01002480,U
E01023565,E01023565,U
E01025880,E01025880,U
E01014057,E01014057,U
E01025854,E01025854,U
E01002404,E01002404,U
E01019717,E01019717,U
E01002481,E01002481,U
E01023566,E01023566,U
E01025819,E01025819,U
E01014058,E01014058,U
E01025855,E01025855,U
E01002548,E01002548,U
E01019722,E01019722,U
E01002533,E01002533,U
E01023539,E01035598,S
E01025820,E01025820,U
E01023576,E01023576,U
E01025866,E01025866,U
E01002549,E01002549,U
E01019723,E01019723,U
E01002534,E01002534,U
E01023539,E01035599,S
E01025837,E01025837,U
E01023577,E01023577,U
E01025867,E01025867,U
E01002551,E01002551,U
E01019716,E01019716,U
E01002538,E01002538,U
E01023540,E01023540,U
E01023541,E01023541,U
E01023542,E01023542,U
E01023543,E01023543,U
E01023558,E01023558,U
E01023559,E01023559,U
E01023560,E01023560,U
E01023561,E01023561,U
E01023562,E01023562,U
E01023563,E01023563,U
E01023548,E01023548,U
E01023549,E01023549,U
E01023550,E01023550,U
E01023551,E01023551,U
E01023556,E01023556,U
E01023557,E01023557,U
E01019733,E01019733,U
E01019752,E01019752,U
E01019753,E01019753,U
E01019763,E01019763,U
E01019728,E01019728,U
E01019729,E01019729,U
E01019730,E01019730,U
E01019731,E01019731,U
E01019732,E01019732,U
E01019738,E01019738,U
E01019739,E01019739,U
E01019740,E01019740,U
E01019750,E01019750,U
E01019751,E01019751,U
E01019768,E01019768,U
E01019727,E01019727,U
E01019749,E01019749,U
E01019754,E01019754,U
E01019756,E01019756,U
E01019757,E01019757,U
E01019758,E01019758,U
E01019746,E01019746,U
E01019747,E01019747,U
E01019748,E01019748,U
E01019755,E01019755,U
E01019766,E01019766,U
E01025838,E01025838,U
E01019724,E01019724,U
E01002539,E01002539,U
E01002552,E01002552,U
E01023578,E01023578,U
E01025882,E01025882,U
E01019759,E01019759,U
E01002553,E01002553,U
E01023579,E01023579,U
E01002418,E01002418,U
E01025849,E01025849,U
E01019760,E01019760,U
E01025872,E01025872,U
E01023580,E01023580,U
E01025851,E01025851,U
E01002419,E01002419,U
E01019761,E01019761,U
E01002396,E01002396,U
E01025873,E01025873,U
E01023567,E01023567,U
E01025856,E01025856,U
E01002431,E01002431,U
E01019714,E01019714,U
E01002501,E01002501,U
E01025874,E01025874,U
E01023568,E01023568,U
E01023569,E01023569,U
E01023570,E01023570,U
E01023571,E01023571,U
E01023572,E01023572,U
E01023573,E01023573,U
E01023574,E01023574,U
E01023575,E01023575,U
E01023581,E01023581,U
E01023582,E01023582,U
E01023583,E01023583,U
E01023584,E01023584,U
E01023523,E01023523,U
E01023524,E01023524,U
E01023525,E01023525,U
E01023526,E01023526,U
E01023527,E01023527,U
E01023534,E01023534,U
E01023535,E01023535,U
E01023536,E01023536,U
E01023537,E01023537,U
E01023538,E01023538,U
E01023529,E01023529,U
E01023530,E01023530,U
E01023531,E01023531,U
E01023532,E01023532,U
E01023533,E01023533,U
E01023552,E01023552,U
E01023553,E01023553,U
E01023554,E01023554,U
E01023555,E01023555,U
E01023544,E01023544,U
E01023545,E01023545,U
E01019725,E01019725,U
E01025875,E01025875,U
E01002502,E01002502,U
E01025857,E01025857,U
E01002432,E01002432,U
E01019726,E01019726,U
E01025876,E01025876,U
E01002505,E01002505,U
E01025827,E01025827,U
E01002437,E01002437,U
E01019762,E01019762,U
E01019735,E01019735,U
E01019736,E01019736,U
E01019737,E01019737,U
E01019742,E01019742,U
E01019718,E01019718,U
E01019719,E01019719,U
E01019720,E01019720,U
E01019721,E01019721,U
E01019741,E01019741,U
E01002473,E01002473,U
E01002475,E01002475,U
E01002476,E01002476,U
E01002477,E01002477,U
E01002482,E01002482,U
E01002472,E01002472,U
E01002474,E01002474,U
E01002478,E01002478,U
E01002483,E01002483,U
E01002484,E01002484,U
E01002485,E01002485,U
E01002438,E01002438,U
E01002439,E01002439,U
E01002440,E01002440,U
E01002441,E01002441,U
E01002442,E01002442,U
E01002433,E01002433,U
E01025839,E01025839,U
E01025840,E01025840,U
E01002430,E01002430,U
E01025841,E01025841,U
E01025842,E01025842,U
E01025843,E01025843,U
E01002434,E01002434,U
E01025844,E01025844,U
E01002435,E01002435,U
E01025821,E01025821,U
E01025828,E01025828,U
E01002470,E01002470,U
E01002508,E01002508,U
E01025822,E01025822,U
E01025829,E01025829,U
E01025823,E01025823,U
E01025830,E01025830,U
E01002405,E01002405,U
E01002535,E01002535,U
E01025824,E01025824,U
E01002416,E01002416,U
E01002406,E01034612,S
E01025825,E01025825,U
E01002417,E01002417,U
E01002406,E01034613,S
E01025831,E01025831,U
E01025826,E01025826,U
E01002420,E01002420,U
E01002503,E01002503,U
E01025832,E01025832,U
E01025817,E01025817,U
E01002421,E01002421,U
E01002504,E01034610,S
E01025833,E01025833,U
E01025818,E01025818,U
E01002471,E01002471,U
E01002504,E01034611,S
E01025834,E01025834,U
E01025864,E01025864,U
E01002465,E01002465,U
E01002506,E01002506,U
E01025835,E01025835,U
E01025881,E01025881,U
E01002467,E01002467,U
E01002507,E01002507,U
E01025836,E01025836,U
E01025859,E01025859,U
E01002494,E01002494,U
E01002486,E01002486,U
E01031670,E01031670,U
E01025860,E01025860,U
E01002536,E01002536,U
E01002487,E01002487,U
E01025861,E01025861,U
E01002526,E01002526,U
E01002537,E01002537,U
E01031671,E01031671,U
E01025862,E01025862,U
E01031673,E01031673,U
E01002415,E01002415,U
E01025850,E01025850,U
E01031676,E01035330,S
E01002466,E01002466,U
E01002528,E01002528,U
E01025852,E01025852,U
E01031676,E01035331,S
E01002468,E01002468,U
E01002532,E01034614,S
E01025858,E01025858,U
E01031676,E01035332,S
E01002469,E01002469,U
E01002532,E01034615,S
E01025863,E01025863,U
E01031676,E01035333,S
E01002495,E01002495,U
E01002445,E01002445,U
E01031644,E01031644,U
E01002458,E01002458,U
E01002525,E01002525,U
E01031645,E01031645,U
E01002459,E01002459,U
E01002529,E01002529,U
E01031646,E01031646,U
E01002460,E01002460,U
E01002530,E01002530,U
E01031647,E01031647,U
E01002462,E01002462,U
E01002531,E01002531,U
E01031649,E01031649,U
E01002464,E01002464,U
E01002407,E01034616,S
E01031650,E01031650,U
E01002461,E01002461,U
E01002407,E01034617,S
E01031666,E01031666,U
E01031668,E01031668,U
E01031620,E01031620,U
E01031648,E01031648,U
E01031651,E01031651,U
E01031658,E01031658,U
E01031689,E01031689,U
E01031654,E01031654,U
E01031655,E01031655,U
E01031667,E01031667,U
E01031669,E01031669,U
E01031672,E01031672,U
E01031657,E01031657,U
E01031659,E01031659,U
E01031674,E01031674,U
E01031675,E01031675,U
E01002488,E01002488,U
E01002463,E01002463,U
E01002512,E01002512,U
E01002513,E01002513,U
E01002516,E01002516,U
E01002450,E01002450,U
E01002451,E01002451,U
E01002452,E01002452,U
E01002453,E01002453,U
E01002454,E01002454,U
E01002414,E01002414,U
E01002514,E01002514,U
E01002489,E01002489,U
E01002490,E01002490,U
E01002492,E01002492,U
E01002444,E01002444,U
E01002446,E01002446,U
E01002447,E01002447,U
E01002527,E01002527,U
E01002443,E01002443,U
E01002448,E01002448,U
E01002449,E01002449,U
E01002491,E01002491,U
E01002493,E01002493,U
E01002496,E01002496,U
E01002497,E01002497,U
E01002616,E01002616,U
E01002608,E01002608,U
E01002649,E01002649,U
E01002675,E01002675,U
E01002609,E01002609,U
E01002610,E01002610,U
E01002617,E01002617,U
E01002687,E01002687,U
E01002691,E01002691,U
E01002692,E01002692,U
E01002693,E01002693,U
E01032573,E01032573,U
E01018212,E01018212,U
E01018213,E01018213,U
E01018214,E01018214,U
E01018215,E01018215,U
E01018216,E01018216,U
E01018217,E01018217,U
E01018127,E01018127,U
E01018128,E01018128,U
E01018200,E01018200,U
E01018201,E01018201,U
E01018156,E01018156,U
E01018157,E01018157,U
E01018158,E01018158,U
E01018159,E01018159,U
E01018160,E01018160,U
E01018191,E01018191,U
E01018192,E01018192,U
E01018193,E01018193,U
E01018194,E01018194,U
E01018195,E01018195,U
E01018208,E01018208,U
E01018209,E01018209,U
E01018210,E01018210,U
E01018211,E01018211,U
E01018196,E01018196,U
E01018197,E01018197,U
E01018198,E01018198,U
E01018199,E01018199,U
E01018206,E01018206,U
E01018207,E01018207,U
E01018121,E01018121,U
E01018122,E01018122,U
E01018123,E01018123,U
E01018124,E01018124,U
E01018143,E01018143,U
E01018144,E01018144,U
E01018145,E01018145,U
E01018146,E01018146,U
E01018147,E01018147,U
E01018139,E01018139,U
E01031622,E01031622,U
E01025046,E01025046,U
E01031636,E01035334,S
E01025081,E01025081,U
E01031624,E01031624,U
E01002657,E01002657,U
E01025041,E01025041,U
E01031625,E01031625,U
E01002678,E01002678,U
E01031636,E01035335,S
E01033083,E01033083,U
E01025042,E01025042,U
E01031628,E01031628,U
E01002679,E01002679,U
E01031652,E01031652,U
E01033084,E01033084,U
E01025082,E01025082,U
E01031629,E01031629,U
E01002680,E01002680,U
E01031653,E01031653,U
E01002653,E01002653,U
E01025083,E01025083,U
E01031616,E01031616,U
E01002619,E01002619,U
E01031656,E01031656,U
E01002654,E01002654,U
E01025084,E01025084,U
E01031617,E01031617,U
E01002622,E01002622,U
E01031688,E01031688,U
E01002655,E01002655,U
E01033231,E01034335,S
E01031684,E01031684,U
E01002632,E01002632,U
E01031691,E01031691,U
E01002656,E01002656,U
E01033231,E01034336,S
E01031685,E01031685,U
E01002635,E01002635,U
E01031619,E01035339,S
E01002659,E01002659,U
E01025055,E01025055,U
E01018140,E01018140,U
E01018155,E01018155,U
E01031686,E01031686,U
E01002569,E01002569,U
E01002570,E01002570,U
E01002573,E01002573,U
E01002574,E01002574,U
E01002575,E01002575,U
E01002562,E01002562,U
E01002564,E01002564,U
E01002566,E01034042,S
E01002566,E01034043,S
E01002566,E01034044,S
E01002568,E01034045,S
E01002568,E01034046,S
E01033081,E01033081,U
E01033082,E01033082,U
E01002620,E01002620,U
E01002625,E01002625,U
E01002626,E01002626,U
E01002627,E01002627,U
E01002631,E01002631,U
E01002633,E01002633,U
E01002634,E01002634,U
E01002637,E01002637,U
E01002638,E01002638,U
E01002563,E01002563,U
E01002565,E01002565,U
E01002567,E01002567,U
E01002684,E01034032,S
E01002684,E01034033,S
E01002686,E01002686,U
E01002571,E01002571,U
E01002572,E01002572,U
E01002577,E01002577,U
E01002578,E01002578,U
E01002689,E01002689,U
E01002690,E01002690,U
E01002576,E01002576,U
E01002579,E01002579,U
E01002580,E01002580,U
E01002581,E01002581,U
E01002582,E01002582,U
E01018187,E01018187,U
E01025075,E01025075,U
E01002667,E01002667,U
E01002636,E01002636,U
E01018188,E01018188,U
E01031619,E01035336,S
E01025076,E01025076,U
E01018141,E01018141,U
E01002670,E01002670,U
E01002618,E01002618,U
E01031619,E01035337,S
E01018142,E01018142,U
E01025077,E01025077,U
E01018189,E01018189,U
E01002621,E01002621,U
E01002671,E01002671,U
E01025078,E01025078,U
E01018190,E01018190,U
E01031637,E01035340,S
E01002623,E01002623,U
E01018113,E01018113,U
E01002672,E01002672,U
E01025035,E01025035,U
E01018172,E01018172,U
E01031637,E01035338,S
E01002628,E01002628,U
E01018116,E01018116,U
E01002673,E01002673,U
E01025036,E01025036,U
E01018173,E01018173,U
E01018174,E01018174,U
E01018175,E01018175,U
E01018176,E01018176,U
E01018181,E01034444,S
E01018181,E01034445,S
E01018182,E01018182,U
E01018183,E01018183,U
E01018184,E01018184,U
E01018185,E01018185,U
E01018186,E01018186,U
E01018177,E01018177,U
E01018178,E01018178,U
E01018179,E01018179,U
E01018180,E01018180,U
E01025060,E01025060,U
E01025061,E01025061,U
E01025062,E01025062,U
E01025063,E01025063,U
E01025064,E01025064,U
E01025065,E01025065,U
E01025066,E01025066,U
E01025032,E01025032,U
E01025033,E01025033,U
E01025034,E01025034,U
E01025048,E01025048,U
E01025049,E01025049,U
E01025050,E01025050,U
E01025053,E01025053,U
E01025070,E01025070,U
E01025071,E01025071,U
E01025072,E01025072,U
E01025073,E01025073,U
E01025074,E01025074,U
E01025051,E01025051,U
E01025052,E01025052,U
E01025057,E01025057,U
E01025058,E01025058,U
E01025059,E01025059,U
E01025067,E01025067,U
E01025068,E01025068,U
E01025069,E01025069,U
E01025044,E01025044,U
E01025045,E01025045,U
E01018117,E01018117,U
E01002647,E01002647,U
E01018118,E01018118,U
E01025037,E01025037,U
E01002629,E01002629,U
E01031638,E01031638,U
E01025038,E01025038,U
E01002650,E01002650,U
E01031690,E01031690,U
E01025039,E01025039,U
E01002630,E01002630,U
E01033433,E01034435,S
E01002651,E01002651,U
E01031639,E01031639,U
E01025040,E01025040,U
E01002639,E01002639,U
E01033433,E01034436,S
E01002652,E01002652,U
E01031640,E01031640,U
E01025054,E01025054,U
E01002640,E01002640,U
E01018161,E01018161,U
E01002666,E01002666,U
E01031660,E01031660,U
E01025056,E01025056,U
E01002674,E01002674,U
E01018162,E01018162,U
E01002555,E01002555,U
E01031661,E01031661,U
E01025079,E01025079,U
E01002676,E01002676,U
E01018163,E01018163,U
E01002556,E01002556,U
E01031679,E01031679,U
E01025080,E01025080,U
E01002583,E01002583,U
E01018164,E01018164,U
E01002590,E01002590,U
E01031677,E01031677,U
E01030032,E01030032,U
E01002584,E01002584,U
E01018165,E01018165,U
E01002592,E01002592,U
E01031678,E01031678,U
E01030033,E01030033,U
E01002585,E01002585,U
E01018170,E01018170,U
E01002595,E01002595,U
E01031680,E01031680,U
E01030034,E01030034,U
E01002586,E01002586,U
E01002589,E01002589,U
E01002668,E01002668,U
E01002669,E01002669,U
E01002681,E01002681,U
E01002682,E01002682,U
E01002683,E01034034,S
E01002683,E01034035,S
E01002642,E01034036,S
E01002642,E01034037,S
E01002643,E01002643,U
E01002645,E01002645,U
E01002658,E01002658,U
E01002677,E01002677,U
E01002587,E01002587,U
E01002588,E01002588,U
E01002660,E01002660,U
E01002661,E01002661,U
E01002665,E01002665,U
E01002624,E01002624,U
E01002646,E01002646,U
E01002662,E01002662,U
E01002663,E01002663,U
E01002664,E01034038,S
E01002664,E01034039,S
E01002641,E01002641,U
E01002648,E01034040,S
E01002648,E01034041,S
E01002557,E01002557,U
E01031681,E01031681,U
E01002558,E01002558,U
E01002559,E01002559,U
E01031682,E01031682,U
E01002560,E01002560,U
E01031683,E01031683,U
E01002561,E01002561,U
E01031611,E01031611,U
E01018171,E01018171,U
E01030035,E01030035,U
E01002591,E01002591,U
E01031612,E01031612,U
E01018138,E01018138,U
E01030036,E01030036,U
E01002593,E01002593,U
E01031613,E01035341,S
E01018148,E01018148,U
E01029973,E01029973,U
E01029974,E01029974,U
E01029975,E01029975,U
E01029976,E01029976,U
E01029977,E01029977,U
E01030027,E01030027,U
E01030028,E01030028,U
E01030029,E01030029,U
E01030030,E01030030,U
E01030031,E01030031,U
E01029997,E01029997,U
E01029998,E01029998,U
E01029999,E01029999,U
E01030000,E01030000,U
E01030001,E01030001,U
E01030007,E01030007,U
E01030008,E01030008,U
E01030009,E01030009,U
E01030010,E01030010,U
E01030011,E01030011,U
E01030022,E01030022,U
E01002594,E01002594,U
E01031613,E01035342,S
E01031614,E01031614,U
E01002611,E01002611,U
E01031615,E01031615,U
E01002612,E01002612,U
E01031632,E01031632,U
E01002613,E01002613,U
E01031633,E01031633,U
E01002598,E01002598,U
E01031634,E01031634,U
E01002599,E01002599,U
E01031635,E01031635,U
E01002600,E01002600,U
E01031621,E01031621,U
E01002603,E01002603,U
E01018149,E01018149,U
E01031623,E01031623,U
E01033000,E01033000,U
E01018150,E01018150,U
E01031627,E01031627,U
E01033030,E01033030,U
E01018151,E01034437,S
E01031664,E01031664,U
E01002604,E01002604,U
E01018151,E01034438,S
E01031626,E01031626,U
E01002605,E01002605,U
E01018166,E01018166,U
E01031630,E01031630,U
E01002606,E01002606,U
E01018167,E01018167,U
E01031631,E01031631,U
E01002607,E01002607,U
E01018168,E01018168,U
E01031662,E01031662,U
E01002615,E01002615,U
E01018169,E01018169,U
E01031663,E01031663,U
E01002596,E01002596,U
E01018131,E01018131,U
E01031665,E01031665,U
E01002601,E01002601,U
E01018132,E01034439,S
E01031618,E01031618,U
E01002602,E01002602,U
E01018132,E01034440,S
E01031641,E01031641,U
E01002614,E01002614,U
E01018133,E01018133,U
E01031642,E01031642,U
E01018134,E01018134,U
E01031643,E01031643,U
E01018125,E01018125,U
E01031687,E01031687,U
E01018126,E01018126,U
E01018152,E01018152,U
E01018153,E01018153,U
E01018129,E01018129,U
E01018130,E01018130,U
E01018202,E01018202,U
E01018203,E01018203,U
E01018204,E01018204,U
E01018205,E01018205,U
E01018115,E01018115,U
E01018119,E01018119,U
E01018120,E01018120,U
E01018137,E01018137,U
E01018135,E01034441,S
E01018135,E01034442,S
E01018135,E01034443,S
E01018136,E01018136,U
E01018154,E01018154,U
E01002873,E01002873,U
E01002874,E01002874,U
E01002875,E01002875,U
E01002824,E01002824,U
E01002825,E01002825,U
E01002826,E01002826,U
E01002827,E01002827,U
E01002828,E01002828,U
E01002864,E01002864,U
E01002866,E01002866,U
E01002867,E01002867,U
E01002868,E01002868,U
E01002869,E01002869,U
E01002887,E01002887,U
E01002889,E01002889,U
E01002890,E01002890,U
E01002891,E01002891,U
E01002892,E01002892,U
E01002813,E01002813,U
E01002815,E01002815,U
E01002816,E01002816,U
E01002817,E01002817,U
E01002865,E01002865,U
E01002818,E01002818,U
E01002819,E01002819,U
E01002859,E01002859,U
E01002860,E01002860,U
E01002863,E01002863,U
E01002812,E01002812,U
E01002834,E01002834,U
E01002839,E01002839,U
E01002850,E01002850,U
E01002888,E01002888,U
E01002821,E01002821,U
E01002823,E01002823,U
E01002858,E01002858,U
E01002861,E01002861,U
E01002862,E01002862,U
E01002814,E01002814,U
E01002847,E01002847,U
E01002848,E01002848,U
E01002851,E01002851,U
E01002820,E01035713,M
E01002822,E01035713,M
E01002835,E01002835,U
E01002836,E01002836,U
E01002837,E01002837,U
E01002846,E01002846,U
E01002849,E01002849,U
E01002893,E01002893,U
E01033488,E01033488,U
E01017292,E01017292,U
E01002754,E01002754,U
E01002757,E01002757,U
E01002759,E01002759,U
E01002760,E01002760,U
E01002772,E01002772,U
E01002735,E01002735,U
E01002805,E01002805,U
E01002806,E01002806,U
E01002808,E01002808,U
E01002809,E01002809,U
E01002810,E01002810,U
E01002768,E01002768,U
E01030023,E01030023,U
E01002770,E01002770,U
E01002771,E01002771,U
E01002773,E01002773,U
E01002774,E01002774,U
E01002732,E01002732,U
E01002734,E01002734,U
E01002736,E01002736,U
E01002737,E01002737,U
E01002751,E01002751,U
E01002742,E01002742,U
E01002747,E01002747,U
E01002748,E01002748,U
E01002749,E01002749,U
E01033493,E01033493,U
E01033494,E01033494,U
E01002730,E01002730,U
E01002731,E01035651,S
E01002731,E01035652,S
E01002733,E01002733,U
E01002763,E01002763,U
E01002769,E01002769,U
E01002785,E01002785,U
E01002788,E01002788,U
E01002789,E01002789,U
E01002738,E01002738,U
E01002741,E01002741,U
E01002743,E01002743,U
E01002744,E01002744,U
E01002752,E01002752,U
E01002764,E01002764,U
E01002783,E01002783,U
E01002784,E01002784,U
E01002786,E01002786,U
E01002787,E01002787,U
E01002762,E01002762,U
E01002767,E01002767,U
E01033486,E01033486,U
E01033487,E01033487,U
W01000025,W01000025,U
E01030019,E01030019,U
E01002803,E01035655,S
E01033491,E01033491,U
E01017293,E01017293,U
E01030024,E01030024,U
E01030025,E01030025,U
E01030026,E01030026,U
E01029958,E01029958,U
E01029960,E01029960,U
E01029961,E01029961,U
E01029962,E01029962,U
E01033124,E01033124,U
E01033125,E01033125,U
E01033129,E01033129,U
E01030002,E01030002,U
E01030003,E01030003,U
E01030004,E01030004,U
E01030005,E01030005,U
E01030006,E01030006,U
E01029963,E01029963,U
E01029964,E01029964,U
E01029965,E01029965,U
E01029966,E01029966,U
E01029967,E01029967,U
E01029984,E01029984,U
E01029985,E01029985,U
E01029986,E01029986,U
E01029987,E01029987,U
E01029988,E01029988,U
E01029990,E01029990,U
E01029991,E01029991,U
E01029992,E01029992,U
E01033123,E01033123,U
E01033126,E01033126,U
E01029968,E01029968,U
E01029969,E01029969,U
E01029970,E01029970,U
E01029971,E01029971,U
E01033122,E01033122,U
E01033130,E01033130,U
E01030012,E01030012,U
E01030013,E01030013,U
E01030014,E01030014,U
E01030015,E01030015,U
E01030016,E01030016,U
E01029994,E01029994,U
E01029995,E01029995,U
E01029996,E01029996,U
E01033127,E01033127,U
E01033128,E01033128,U
E01033131,E01033131,U
E01030017,E01030017,U
E01030018,E01030018,U
E01033492,E01035653,S
E01017296,E01017296,U
E01002803,E01035656,S
E01030020,E01030020,U
W01000027,W01000027,U
E01002695,E01002695,U
E01002711,E01002711,U
E01002727,E01002727,U
E01002728,E01002728,U
E01002729,E01002729,U
E01002707,E01002707,U
E01002723,E01002723,U
E01002724,E01002724,U
E01002725,E01002725,U
E01002726,E01002726,U
E01033489,E01033489,U
E01033490,E01033490,U
E01002701,E01002701,U
E01002702,E01002702,U
E01002703,E01002703,U
E01002704,E01002704,U
E01002706,E01002706,U
E01002852,E01002852,U
E01002853,E01002853,U
E01002854,E01002854,U
E01002855,E01002855,U
E01002857,E01002857,U
E01002904,E01002904,U
E01002905,E01002905,U
E01002906,E01002906,U
E01002907,E01002907,U
E01002876,E01002876,U
E01002877,E01002877,U
E01002878,E01002878,U
E01002908,E01002908,U
E01002909,E01002909,U
E01002829,E01002829,U
E01002830,E01002830,U
E01002831,E01002831,U
E01002832,E01002832,U
E01002856,E01002856,U
E01002870,E01002870,U
E01002872,E01002872,U
E01002879,E01002879,U
E01002880,E01002880,U
E01002881,E01002881,U
E01002882,E01002882,U
E01033492,E01035654,S
W01000038,W01000038,U
E01030021,E01030021,U
E01017321,E01017321,U
E01002883,E01002883,U
E01002884,E01002884,U
E01002885,E01002885,U
E01002886,E01002886,U
E01002833,E01002833,U
E01002871,E01002871,U
E01017322,E01017322,U
E01017327,E01017327,U
E01017300,E01017300,U
E01029978,E01029978,U
E01017312,E01017312,U
E01002777,E01002777,U
E01017303,E01017303,U
E01029979,E01029979,U
E01017315,E01017315,U
E01002778,E01002778,U
E01017305,E01017305,U
E01029980,E01029980,U
E01017354,E01017354,U
E01002779,E01002779,U
E01017306,E01017306,U
E01029981,E01029981,U
E01017361,E01017361,U
E01002781,E01002781,U
E01017309,E01017309,U
E01029982,E01029982,U
E01017362,E01017362,U
E01002782,E01002782,U
E01017301,E01017301,U
E01029983,E01029983,U
E01033239,E01033239,U
E01002739,E01002739,U
E01017302,E01017302,U
W01000003,W01000003,U
E01017290,E01017290,U
E01002740,E01002740,U
E01017304,E01017304,U
W01000004,W01000004,U
E01017291,E01017291,U
E01002745,E01002745,U
E01017316,E01017316,U
W01000018,W01000018,U
E01002795,E01002795,U
E01017329,E01017329,U
E01017294,E01017294,U
E01017307,E01017307,U
E01017353,E01017353,U
E01017308,E01017308,U
W01000028,W01000028,U
E01017289,E01017289,U
E01002796,E01002796,U
E01033229,E01033229,U
W01000031,W01000031,U
E01017347,E01017347,U
E01002716,E01002716,U
E01033237,E01033237,U
W01000010,W01000010,U
E01017348,E01017348,U
E01002718,E01002718,U
E01017335,E01017335,U
W01000020,W01002005,M
E01017349,E01017349,U
E01002721,E01002721,U
E01017336,E01017336,U
W01000021,W01000021,U
E01017350,E01017350,U
E01002775,E01002775,U
E01017337,E01017337,U
W01000032,W01002005,M
E01017317,E01017317,U
E01002776,E01002776,U
E01017346,E01017346,U
W01000016,W01000016,U
E01017320,E01017320,U
E01002780,E01002780,U
E01017286,E01017286,U
W01000017,W01000017,U
E01017323,E01017323,U
E01002708,E01002708,U
