LSOA11CD,LSOA21CD,CHGIND
E01019924,E01019924,U
E01019916,E01019916,U
E01019917,E01019917,U
E01019918,E01019918,U
E01019919,E01019919,U
E01019912,E01019912,U
E01019913,E01019913,U
E01019914,E01019914,U
E01019915,E01019915,U
E01020373,E01020373,U
E01020374,E01020374,U
E01020389,E01020389,U
E01020397,E01020397,U
E01020416,E01020416,U
E01020417,E01020417,U
E01020418,E01020418,U
E01020419,E01020419,U
E01020420,E01020420,U
E01020411,E01020411,U
E01020412,E01020412,U
E01020413,E01020413,U
E01020414,E01020414,U
E01020415,E01020415,U
E01020403,E01020403,U
E01020404,E01020404,U
E01020405,E01020405,U
E01020406,E01020406,U
E01020396,E01020396,U
E01020398,E01020398,U
E01020409,E01020409,U
E01020410,E01020410,U
E01020421,E01020421,U
E01020422,E01020422,U
E01020423,E01020423,U
E01020424,E01020424,U
E01020425,E01020425,U
E01020377,E01020377,U
E01019892,E01034625,S
E01027033,E01027033,U
E01026087,E01026087,U
E01022595,E01022595,U
E01020394,E01020394,U
E01019892,E01034620,S
E01027043,E01027043,U
E01020375,E01020375,U
E01026088,E01026088,U
E01022596,E01022596,U
E01023464,E01035588,S
E01022627,E01022627,U
E01019892,E01034627,S
E01027050,E01027050,U
E01023464,E01035589,S
E01026090,E01026090,U
E01022630,E01022630,U
E01020376,E01020376,U
E01019892,E01034626,S
E01027031,E01027031,U
E01023465,E01023465,U
E01026091,E01026091,U
E01022642,E01022642,U
E01020378,E01020378,U
E01019893,E01034621,S
E01023466,E01023466,U
E01027044,E01027044,U
E01026108,E01026108,U
E01019893,E01034622,S
E01032663,E01034721,S
E01020407,E01020407,U
E01027046,E01027046,U
E01023467,E01023467,U
E01026081,E01026081,U
E01020408,E01020408,U
E01019893,E01034623,S
E01032663,E01034722,S
E01027047,E01027047,U
E01023494,E01023494,U
E01026089,E01026089,U
E01020426,E01020426,U
E01019893,E01034624,S
E01022583,E01022583,U
E01027048,E01027048,U
E01023495,E01023495,U
E01032986,E01032986,U
E01020427,E01020427,U
E01019903,E01019903,U
E01022584,E01022584,U
E01027049,E01027049,U
E01023508,E01035582,X
E01032987,E01032987,U
E01020428,E01020428,U
E01019899,E01019899,U
E01022585,E01022585,U
E01027032,E01027032,U
E01023508,E01035609,X
E01026072,E01026072,U
E01020429,E01020429,U
E01019900,E01019900,U
E01022586,E01022586,U
E01027045,E01027045,U
E01023509,E01023509,U
E01026073,E01026073,U
E01020395,E01020395,U
E01020399,E01034372,S
E01020399,E01034373,S
E01020400,E01020400,U
E01020401,E01020401,U
E01020402,E01020402,U
E01020382,E01020382,U
E01020383,E01020383,U
E01020384,E01020384,U
E01020385,E01020385,U
E01020386,E01020386,U
E01020387,E01020387,U
E01020388,E01020388,U
E01022581,E01022581,U
E01022582,E01022582,U
E01022604,E01022604,U
E01022605,E01022605,U
E01022574,E01022574,U
E01022575,E01022575,U
E01022576,E01022576,U
E01022579,E01022579,U
E01022571,E01022571,U
E01022572,E01022572,U
E01022573,E01022573,U
E01022577,E01022577,U
E01022578,E01034719,S
E01022578,E01034720,S
E01022580,E01022580,U
E01022603,E01022603,U
E01022634,E01022634,U
E01022639,E01022639,U
E01022640,E01022640,U
E01022615,E01022615,U
E01019935,E01019935,U
E01019936,E01019936,U
E01019961,E01019961,U
E01019939,E01019939,U
E01019940,E01019940,U
E01019942,E01019942,U
E01019943,E01019943,U
E01019944,E01019944,U
E01019890,E01019890,U
E01019901,E01019901,U
E01019951,E01019951,U
E01019946,E01019946,U
E01019947,E01019947,U
E01019948,E01019948,U
E01019949,E01019949,U
E01019950,E01019950,U
E01019952,E01019952,U
E01019953,E01019953,U
E01019954,E01019954,U
E01019955,E01019955,U
E01019956,E01019956,U
E01019957,E01019957,U
E01019958,E01019958,U
E01019937,E01019937,U
E01019945,E01019945,U
E01019963,E01019963,U
E01019898,E01019898,U
E01019964,E01019964,U
E01019965,E01019965,U
E01019904,E01019904,U
E01019905,E01019905,U
E01019906,E01019906,U
E01022587,E01022587,U
E01027075,E01027075,U
E01023452,E01023452,U
E01026074,E01026074,U
E01022616,E01022616,U
E01022617,E01022617,U
E01022618,E01022618,U
E01022631,E01022631,U
E01022632,E01022632,U
E01022592,E01022592,U
E01022597,E01022597,U
E01022619,E01022619,U
E01022624,E01022624,U
E01022625,E01022625,U
E01022620,E01022620,U
E01022621,E01022621,U
E01022622,E01022622,U
E01022623,E01022623,U
E01032664,E01032664,U
E01032665,E01032665,U
E01022588,E01022588,U
E01022589,E01022589,U
E01022590,E01022590,U
E01027076,E01027076,U
E01027077,E01035408,S
E01027077,E01035407,S
E01027057,E01027057,U
E01027074,E01027074,U
E01027078,E01027078,U
E01027051,E01027051,U
E01027052,E01027052,U
E01027053,E01027053,U
E01022607,E01022607,U
E01023453,E01023453,U
E01027054,E01027054,U
E01026099,E01026099,U
E01026103,E01026103,U
E01022608,E01022608,U
E01026104,E01026104,U
E01023454,E01023454,U
E01022606,E01022606,U
E01026109,E01026109,U
E01027055,E01027055,U
E01023455,E01023455,U
E01022611,E01022611,U
E01026071,E01026071,U
E01023463,E01023463,U
E01022613,E01022613,U
E01026082,E01026082,U
E01023493,E01023493,U
E01022614,E01022614,U
E01026121,E01026121,U
E01023449,E01023449,U
E01022610,E01022610,U
E01026042,E01026042,U
E01023450,E01035590,S
E01022628,E01022628,U
E01026043,E01026043,U
E01023450,E01035591,S
E01022629,E01022629,U
E01026044,E01026044,U
E01032615,E01032615,U
E01026113,E01026113,U
E01023451,E01023451,U
E01032616,E01032616,U
E01023438,E01023438,U
E01023439,E01023439,U
E01022599,E01022599,U
E01023440,E01023440,U
E01023441,E01023441,U
E01023442,E01023442,U
E01023498,E01035592,S
E01023498,E01035593,S
E01023506,E01023506,U
E01023507,E01023507,U
E01023443,E01023443,U
E01023444,E01023444,U
E01023445,E01023445,U
E01023446,E01035594,S
E01023446,E01035595,S
E01023447,E01023447,U
E01023448,E01023448,U
E01023456,E01023456,U
E01023457,E01023457,U
E01023458,E01023458,U
E01023459,E01023459,U
E01023460,E01023460,U
E01026117,E01026117,U
E01023461,E01023461,U
E01026060,E01026060,U
E01023491,E01023491,U
E01026068,E01026068,U
E01023492,E01023492,U
E01026070,E01026070,U
E01026105,E01026105,U
E01026048,E01026048,U
E01026049,E01026049,U
E01026050,E01026050,U
E01026069,E01026069,U
E01026064,E01026064,U
E01026065,E01026065,U
E01026066,E01026066,U
E01026067,E01026067,U
E01026084,E01026084,U
E01026085,E01034685,S
E01026085,E01034686,S
E01026115,E01026115,U
E01026116,E01026116,U
E01026046,E01026046,U
E01026047,E01026047,U
E01013068,E01013068,U
E01013070,E01013070,U
E01013038,E01013038,U
E01013045,E01013045,U
E01013069,E01013069,U
E01013071,E01013071,U
E01013022,E01013022,U
E01013023,E01013023,U
E01013024,E01013024,U
E01013122,E01013122,U
E01013127,E01013127,U
E01013036,E01013036,U
E01013037,E01013037,U
E01013040,E01013040,U
E01013041,E01013041,U
E01013062,E01013062,U
E01013063,E01013063,U
E01012919,E01012919,U
E01012921,E01012921,U
E01013039,E01013039,U
E01013042,E01013042,U
E01013043,E01013043,U
E01029413,E01029413,U
E01013044,E01013044,U
E01013029,E01013029,U
E01013030,E01013030,U
E01013031,E01013031,U
E01013032,E01013032,U
E01013035,E01013035,U
E01012954,E01012954,U
E01012956,E01012956,U
E01012958,E01012958,U
E01012961,E01012961,U
E01012966,E01012966,U
E01013025,E01013025,U
E01012953,E01012953,U
E01012955,E01012955,U
E01012959,E01012959,U
E01012962,E01012962,U
E01012964,E01012964,U
E01012920,E01034756,M
E01012965,E01034756,M
E01012967,E01012967,U
E01012968,E01012968,U
E01012969,E01012969,U
E01012957,E01012957,U
E01012960,E01012960,U
E01012963,E01012963,U
E01013112,E01013112,U
E01013018,E01013018,U
E01013019,E01013019,U
E01013021,E01013021,U
E01012947,E01012947,U
E01020943,E01020943,U
E01029433,E01029433,U
E01012998,E01012998,U
E01027056,E01027056,U
E01029459,E01029459,U
E01013015,E01013015,U
E01020964,E01020964,U
E01013026,E01013026,U
E01013016,E01013016,U
E01029414,E01029414,U
E01012948,E01012948,U
E01020967,E01020967,U
E01027038,E01027038,U
E01013003,E01013003,U
E01029415,E01029415,U
E01012951,E01012951,U
E01013105,E01013105,U
E01020910,E01020910,U
E01029460,E01029460,U
E01027039,E01027039,U
E01013017,E01013017,U
E01029416,E01029416,U
E01012950,E01012950,U
E01013110,E01013110,U
E01020911,E01020911,U
E01029461,E01029461,U
E01027040,E01027040,U
E01013020,E01013020,U
E01029417,E01029417,U
E01012990,E01012990,U
E01013111,E01013111,U
E01020912,E01020912,U
E01029462,E01029462,U
E01027041,E01027041,U
E01013076,E01013076,U
E01029449,E01029449,U
E01012991,E01012991,U
E01013115,E01013115,U
E01020916,E01020916,U
E01020935,E01020935,U
E01020936,E01020936,U
E01020937,E01020937,U
E01020968,E01020968,U
E01020931,E01020931,U
E01020932,E01020932,U
E01020933,E01034298,M
E01020934,E01034298,M
E01020944,E01020944,U
E01020913,E01020913,U
E01020951,E01020951,U
E01020959,E01020959,U
E01020961,E01020961,U
E01020962,E01020962,U
E01020960,E01020960,U
E01032831,E01032831,U
E01032832,E01032832,U
E01032833,E01032833,U
E01022705,E01022705,U
E01022706,E01022706,U
E01022707,E01022707,U
E01022708,E01022708,U
E01022709,E01022709,U
E01022659,E01022659,U
E01022660,E01022660,U
E01022675,E01022675,U
E01022676,E01022676,U
E01022704,E01022704,U
E01022661,E01022661,U
E01022662,E01022662,U
E01022663,E01022663,U
E01022664,E01022664,U
E01022665,E01022665,U
E01022648,E01022648,U
E01022667,E01022667,U
E01022672,E01022672,U
E01022673,E01022673,U
E01022674,E01022674,U
E01022643,E01022643,U
E01022644,E01022644,U
E01022646,E01022646,U
E01022647,E01022647,U
E01022649,E01022649,U
E01027042,E01027042,U
E01013079,E01013079,U
E01029450,E01029450,U
E01013117,E01013117,U
E01013108,E01013108,U
E01029443,E01029443,U
E01013080,E01013080,U
E01027034,E01027034,U
E01029451,E01029451,U
E01012992,E01012992,U
E01013113,E01013113,U
E01029444,E01029444,U
E01013083,E01013083,U
E01029452,E01029452,U
E01012978,E01012978,U
E01013114,E01013114,U
E01027035,E01027035,U
E01029463,E01029463,U
E01013084,E01013084,U
E01029453,E01029453,U
E01012981,E01012981,U
E01027037,E01027037,U
E01013116,E01013116,U
E01012983,E01012983,U
E01029464,E01029464,U
E01013086,E01013086,U
E01029439,E01029439,U
E01012989,E01012989,U
E01013118,E01013118,U
E01033244,E01033244,U
E01013087,E01013087,U
E01029440,E01029440,U
E01029465,E01029465,U
E01013125,E01013125,U
E01013094,E01013094,U
E01033245,E01033245,U
E01012993,E01012993,U
E01029441,E01029441,U
E01029466,E01029466,U
E01013057,E01013057,U
E01013095,E01013095,U
E01027061,E01027061,U
E01012997,E01012997,U
E01029442,E01029442,U
E01029454,E01029454,U
E01013059,E01013059,U
E01013096,E01013096,U
E01027062,E01027062,U
E01012999,E01012999,U
E01020924,E01020924,U
E01029455,E01029455,U
E01013060,E01013060,U
E01013097,E01013097,U
E01013001,E01013001,U
E01027063,E01027063,U
E01020925,E01020925,U
E01013061,E01013061,U
E01013102,E01013102,U
E01029456,E01029456,U
E01013126,E01013126,U
E01013074,E01013074,U
E01027064,E01027064,U
E01013028,E01013028,U
E01029457,E01029457,U
E01020927,E01020927,U
E01012986,E01012986,U
E01012994,E01012994,U
E01012987,E01012987,U
E01012988,E01012988,U
E01020928,E01020928,U
E01027072,E01027072,U
E01029458,E01029458,U
E01012995,E01012995,U
E01013048,E01013048,U
E01020930,E01020930,U
E01027073,E01027073,U
E01013078,E01013078,U
E01029411,E01029411,U
E01013000,E01013000,U
E01013052,E01034754,S
E01020917,E01020917,U
E01027058,E01027058,U
E01013081,E01013081,U
E01029412,E01029412,U
E01013002,E01013002,U
E01013052,E01034755,S
E01020918,E01020918,U
E01020919,E01020919,U
E01020923,E01020923,U
E01020949,E01020949,U
E01020926,E01020926,U
E01020929,E01020929,U
E01020955,E01020955,U
E01020956,E01020956,U
E01020957,E01020957,U
E01020920,E01020920,U
E01020921,E01020921,U
E01020922,E01020922,U
E01020945,E01020945,U
E01020950,E01020950,U
E01020940,E01020940,U
E01020941,E01020941,U
E01020942,E01020942,U
E01020946,E01020946,U
E01020947,E01020947,U
E01020914,E01020914,U
E01020915,E01020915,U
E01020952,E01020952,U
E01020953,E01020953,U
E01020954,E01020954,U
E01020948,E01020948,U
E01020963,E01020963,U
E01020965,E01020965,U
E01020966,E01020966,U
E01020938,E01020938,U
E01020939,E01020939,U
E01027059,E01027059,U
E01013004,E01013004,U
E01013082,E01013082,U
E01027060,E01027060,U
E01013053,E01013053,U
E01013072,E01013072,U
E01013085,E01013085,U
E01027065,E01027065,U
E01013054,E01013054,U
E01013073,E01013073,U
E01013075,E01013075,U
E01013077,E01013077,U
E01013006,E01013006,U
E01013010,E01013010,U
E01013103,E01013103,U
E01013104,E01013104,U
E01013106,E01013106,U
E01032596,E01032596,U
E01012975,E01012975,U
E01012977,E01034759,S
E01012977,E01034760,S
E01012984,E01012984,U
E01012985,E01012985,U
E01012976,E01012976,U
E01012979,E01012979,U
E01012980,E01012980,U
E01012982,E01012982,U
E01029405,E01029405,U
E01029406,E01029406,U
E01029422,E01029422,U
E01029423,E01029423,U
E01029467,E01029467,U
E01029430,E01029430,U
E01029431,E01029431,U
E01029432,E01029432,U
E01029424,E01029424,U
E01013055,E01013055,U
E01012970,E01012970,U
E01029425,E01029425,U
E01013056,E01013056,U
E01029473,E01029473,U
E01027069,E01027069,U
E01029474,E01029474,U
E01012972,E01012972,U
E01027066,E01027066,U
E01029434,E01029434,U
E01013058,E01013058,U
E01029435,E01029435,U
E01012973,E01034757,S
E01013119,E01013119,U
E01027067,E01027067,U
E01029436,E01029436,U
E01012973,E01034758,S
E01013046,E01013046,U
E01027068,E01035409,S
E01029437,E01029437,U
E01029438,E01029438,U
E01012974,E01012974,U
E01029426,E01029426,U
E01013047,E01013047,U
E01027068,E01035410,S
E01013092,E01013092,U
E01029427,E01029427,U
E01027070,E01027070,U
E01013049,E01013049,U
E01033495,E01033495,U
E01029428,E01029428,U
E01027071,E01027071,U
E01013050,E01013050,U
E01033496,E01033496,U
E01029429,E01029429,U
E01012933,E01012933,U
E01013051,E01013051,U
E01013033,E01013033,U
E01029445,E01029445,U
E01012934,E01012934,U
E01012922,E01012922,U
E01013098,E01013098,U
E01029446,E01029446,U
E01012938,E01034752,S
E01012923,E01012923,U
E01013099,E01013099,U
E01029447,E01029447,U
E01012938,E01034753,S
E01012925,E01012925,U
E01013100,E01013100,U
E01029448,E01029448,U
E01012939,E01012939,U
E01013101,E01013101,U
E01029468,E01029468,U
E01012940,E01012940,U
E01012927,E01012927,U
E01013008,E01013008,U
E01012924,E01012924,U
E01013009,E01013009,U
E01012926,E01012926,U
E01012941,E01012941,U
E01013013,E01013013,U
E01029469,E01029469,U
E01013027,E01013027,U
E01012929,E01012929,U
E01013014,E01013014,U
E01029470,E01029470,U
E01013034,E01013034,U
E01012930,E01012930,U
E01013107,E01013107,U
E01029471,E01029471,U
E01013120,E01013120,U
E01012935,E01012935,U
E01013088,E01013088,U
E01029472,E01029472,U
E01013121,E01013121,U
E01012937,E01012937,U
E01013089,E01013089,U
E01029407,E01029407,U
E01013123,E01013123,U
E01012942,E01012942,U
E01013090,E01013090,U
E01029408,E01029408,U
E01013124,E01013124,U
E01012928,E01012928,U
E01013091,E01013091,U
E01029409,E01029409,U
E01012931,E01012931,U
E01013064,E01013064,U
E01013093,E01013093,U
E01029410,E01029410,U
E01012932,E01012932,U
E01013065,E01013065,U
E01013005,E01013005,U
E01032896,E01032896,U
E01012946,E01012946,U
E01013066,E01013066,U
E01013007,E01013007,U
E01032897,E01032897,U
E01012949,E01012949,U
E01013067,E01013067,U
E01013011,E01013011,U
E01032898,E01032898,U
E01012936,E01012936,U
E01013012,E01013012,U
E01029418,E01029418,U
E01012943,E01012943,U
E01012996,E01012996,U
E01029419,E01029419,U
E01012945,E01012945,U
E01029420,E01029420,U
E01012952,E01012952,U
E01012944,E01012944,U
E01030311,E01030311,U
E01030312,E01030312,U
E01030315,E01030315,U
E01030316,E01030316,U
E01030317,E01030317,U
E01030318,E01030318,U
E01030296,E01030296,U
E01030297,E01030297,U
E01030298,E01030298,U
E01030299,E01030299,U
E01030346,E01030346,U
E01030347,E01030347,U
E01030348,E01030348,U
E01030349,E01030349,U
E01030300,E01030300,U
E01030301,E01030301,U
E01030302,E01030302,U
E01030304,E01030304,U
E01030305,E01030305,U
E01030306,E01030306,U
E01030303,E01030303,U
E01030342,E01030342,U
E01030343,E01030343,U
E01030344,E01030344,U
E01030345,E01030345,U
E01001444,E01001444,U
E01001446,E01001446,U
E01001546,E01001546,U
E01001552,E01001552,U
E01001442,E01001442,U
E01001545,E01001545,U
E01001547,E01001547,U
E01001548,E01001548,U
E01001551,E01001551,U
E01001445,E01001445,U
E01001447,E01001447,U
E01001448,E01001448,U
E01001449,E01001449,U
E01033148,E01033148,U
E01033150,E01033150,U
E01001511,E01001511,U
E01001408,E01001408,U
E01001411,E01001411,U
E01001412,E01001412,U
E01001413,E01001413,U
E01001414,E01001414,U
E01001407,E01001407,U
E01001409,E01001409,U
E01001410,E01001410,U
E01001516,E01001516,U
E01001537,E01001537,U
E01030329,E01030329,U
E01022650,E01022650,U
E01022658,E01022658,U
E01001393,E01001393,U
E01001514,E01001514,U
E01001439,E01001439,U
E01001404,E01001404,U
E01030334,E01030334,U
E01022668,E01035433,S
E01001493,E01001493,U
E01022710,E01022710,U
E01001441,E01001441,U
E01001396,E01001396,U
E01001518,E01001518,U
E01030335,E01030335,U
E01022668,E01035434,S
E01001494,E01001494,U
E01022711,E01022711,U
E01001517,E01001517,U
E01001501,E01001501,U
E01001451,E01001451,U
E01030336,E01030336,U
E01022677,E01035435,S
E01001496,E01001496,U
E01022712,E01022712,U
E01001549,E01001549,U
E01001527,E01001527,U
E01001452,E01001452,U
E01030337,E01030337,U
E01022677,E01035436,S
E01001570,E01001570,U
E01022688,E01022688,U
E01001550,E01001550,U
E01001458,E01001458,U
E01001453,E01001453,U
E01030361,E01030361,U
E01022677,E01035437,S
E01001423,E01001423,U
E01022689,E01022689,U
E01001433,E01001433,U
E01001553,E01001553,U
E01001454,E01001454,U
E01030362,E01030362,U
E01022678,E01022678,U
E01001425,E01001425,U
E01022690,E01022690,U
E01019305,E01019305,U
E01019314,E01019314,U
E01019320,E01019320,U
E01019321,E01019321,U
E01019315,E01019315,U
E01019316,E01019316,U
E01019322,E01019322,U
E01019338,E01019338,U
E01019327,E01019327,U
E01019332,E01019332,U
E01019333,E01019333,U
E01019335,E01019335,U
E01019336,E01019336,U
E01019312,E01019312,U
E01019326,E01019326,U
E01019328,E01019328,U
E01019329,E01019329,U
E01019330,E01019330,U
E01019331,E01019331,U
E01019334,E01019334,U
E01019308,E01019308,U
E01019311,E01019311,U
E01019313,E01019313,U
E01019339,E01019339,U
E01019306,E01019306,U
E01019307,E01019307,U
E01019310,E01019310,U
E01019319,E01019319,U
E01019323,E01019323,U
E01019324,E01019324,U
E01019337,E01019337,U
E01019309,E01019309,U
E01019317,E01019317,U
E01019318,E01019318,U
E01019325,E01019325,U
E01019340,E01019340,U
E01030330,E01030330,U
E01030331,E01030331,U
E01030332,E01030332,U
E01030333,E01030333,U
E01030326,E01030326,U
E01030327,E01030327,U
E01030328,E01030328,U
E01030363,E01030363,U
E01001476,E01001476,U
E01001434,E01001434,U
E01030364,E01030364,U
E01001477,E01001477,U
E01001435,E01001435,U
E01001428,E01001428,U
E01001554,E01001554,U
E01022680,E01022680,U
E01030350,E01030350,U
E01001481,E01001481,U
E01001436,E01001436,U
E01022681,E01022681,U
E01030351,E01030351,U
E01001502,E01001502,U
E01001461,E01001461,U
E01001562,E01001562,U
E01030352,E01030352,U
E01001438,E01001438,U
E01001464,E01001464,U
E01001503,E01001503,U
E01032574,E01032574,U
E01030353,E01030353,U
E01022666,E01022666,U
E01001469,E01001469,U
E01001521,E01001521,U
E01001520,E01001520,U
E01021768,E01021768,U
E01030322,E01030322,U
E01022669,E01022669,U
E01001536,E01001536,U
E01001531,E01001531,U
E01001522,E01001522,U
E01022670,E01022670,U
E01021795,E01021795,U
E01030323,E01030323,U
E01021797,E01021797,U
E01001523,E01001523,U
E01022671,E01022671,U
E01001532,E01001532,U
E01001540,E01001540,U
E01030324,E01030324,U
E01022679,E01022679,U
E01001541,E01001541,U
E01001533,E01001533,U
E01021798,E01021798,U
E01030325,E01030325,U
E01001524,E01001524,U
E01022645,E01022645,U
E01001542,E01001542,U
E01001535,E01001535,U
E01021799,E01021799,U
E01030357,E01030357,U
E01001526,E01001526,U
E01022682,E01022682,U
E01001538,E01001538,U
E01001495,E01001495,U
E01021741,E01021741,U
E01030358,E01030358,U
E01001419,E01001419,U
E01022683,E01022683,U
E01001539,E01001539,U
E01001498,E01001498,U
E01021792,E01021792,U
E01030359,E01034285,S
E01001420,E01001420,U
E01022684,E01022684,U
E01001543,E01001543,U
E01001563,E01001563,U
E01021793,E01021793,U
E01030359,E01034286,S
E01001421,E01001421,U
E01022685,E01022685,U
E01001544,E01001544,U
E01001565,E01001565,U
E01021794,E01021794,U
E01030360,E01030360,U
E01001519,E01033927,S
E01001457,E01001457,U
E01022686,E01022686,U
E01001468,E01001468,U
E01030354,E01030354,U
E01022687,E01022687,U
E01001471,E01001471,U
E01001519,E01033928,S
E01021801,E01021801,U
E01001566,E01001566,U
E01030355,E01030355,U
E01021769,E01021769,U
E01022713,E01022713,U
E01001424,E01001424,U
E01001525,E01001525,U
E01001472,E01001472,U
E01030356,E01030356,U
E01021796,E01021796,U
E01022714,E01022714,U
E01001426,E01001426,U
E01001398,E01001398,U
E01001474,E01001474,U
E01030365,E01030365,U
E01021800,E01021800,U
E01022715,E01022715,U
E01001427,E01001427,U
E01001399,E01001399,U
E01001415,E01001415,U
E01030368,E01030368,U
E01021753,E01021753,U
E01022716,E01022716,U
E01001429,E01001429,U
E01001400,E01001400,U
E01001417,E01001417,U
E01030319,E01030319,U
E01021754,E01021754,U
E01022717,E01022717,U
E01001430,E01001430,U
E01001402,E01001402,U
E01001418,E01001418,U
E01030320,E01030320,U
E01021755,E01021755,U
E01022718,E01022718,U
E01001463,E01001463,U
E01001403,E01001403,U
E01001422,E01001422,U
E01030321,E01030321,U
E01021802,E01021802,U
E01021760,E01021760,U
E01021761,E01021761,U
E01021762,E01021762,U
E01021763,E01021763,U
E01021756,E01021756,U
E01021757,E01021757,U
E01021758,E01021758,U
E01021759,E01021759,U
E01021811,E01021811,U
E01021813,E01021813,U
E01021814,E01021814,U
E01021815,E01021815,U
E01021816,E01021816,U
E01021807,E01021807,U
E01021808,E01021808,U
E01021809,E01021809,U
E01021810,E01021810,U
E01021817,E01021817,U
E01021806,E01021806,U
E01021812,E01021812,U
E01021818,E01021818,U
E01021770,E01021770,U
E01021803,E01021803,U
E01021804,E01021804,U
E01001440,E01001440,U
E01030369,E01030369,U
E01001504,E01001504,U
E01001465,E01001465,U
E01030370,E01030370,U
E01001505,E01001505,U
E01001466,E01001466,U
E01001455,E01001455,U
E01030313,E01030313,U
E01001507,E01001507,U
E01001467,E01001467,U
E01022719,E01022719,U
E01001456,E01001456,U
E01030314,E01030314,U
E01001508,E01001508,U
E01001497,E01001497,U
E01022653,E01035441,S
E01001564,E01001564,U
E01030366,E01030366,U
E01022653,E01035438,S
E01001567,E01001567,U
E01001499,E01001499,U
E01001513,E01001513,U
E01030367,E01030367,U
E01022691,E01022691,U
E01001416,E01001416,U
E01001392,E01001392,U
E01001568,E01001568,U
E01030338,E01030338,U
E01022692,E01035439,S
E01001470,E01001470,U
E01001528,E01001528,U
E01001569,E01001569,U
E01030339,E01030339,U
E01022692,E01035440,S
E01001473,E01001473,U
E01001529,E01001529,U
E01001479,E01001479,U
E01030340,E01030340,U
E01022693,E01022693,U
E01001475,E01001475,U
E01001530,E01001530,U
E01001482,E01001482,U
E01030341,E01030341,U
E01022694,E01022694,U
E01001437,E01001437,U
E01001534,E01001534,U
E01001487,E01001487,U
E01030371,E01030371,U
E01022652,E01022652,U
E01001506,E01033926,M
E01001431,E01001431,U
E01001489,E01001489,U
E01030372,E01030372,U
E01022695,E01022695,U
E01001509,E01001509,U
E01001432,E01001432,U
E01001491,E01001491,U
E01030373,E01030373,U
E01022700,E01022700,U
E01001510,E01033926,M
E01001555,E01001555,U
E01001459,E01001459,U
E01030374,E01030374,U
E01022701,E01022701,U
E01001405,E01001405,U
E01001406,E01001406,U
E01001450,E01001450,U
E01001512,E01001512,U
E01001515,E01001515,U
E01001401,E01001401,U
E01001478,E01001478,U
E01001484,E01001484,U
E01022703,E01022703,U
E01022651,E01022651,U
E01022696,E01022696,U
E01022697,E01022697,U
E01022698,E01022698,U
E01022699,E01022699,U
E01022702,E01022702,U
E01030375,E01030375,U
E01022654,E01022654,U
E01030376,E01030376,U
E01022655,E01022655,U
E01030307,E01030307,U
E01022656,E01022656,U
E01030308,E01030308,U
E01022657,E01022657,U
E01001557,E01001557,U
E01030309,E01030309,U
E01001460,E01001460,U
E01001558,E01001558,U
E01030310,E01030310,U
E01001462,E01001462,U
E01001559,E01001559,U
E01001480,E01001480,U
E01001394,E01001394,U
E01001488,E01001488,U
E01001395,E01001395,U
E01001483,E01001483,U
E01001397,E01001397,U
E01001485,E01001485,U
E01001500,E01001500,U
E01001486,E01001486,U
E01001556,E01001556,U
E01001492,E01001492,U
E01001560,E01001560,U
E01033146,E01033146,U
E01001390,E01001390,U
E01033151,E01033151,U
E01001391,E01001391,U
E01019704,E01019704,U
E01019658,E01019658,U
E01019659,E01019659,U
E01019674,E01019674,U
E01019688,E01019688,U
E01019689,E01019689,U
E01019666,E01019666,U
E01019667,E01019667,U
E01019668,E01019668,U
E01019669,E01019669,U
E01019656,E01019656,U
E01019691,E01019691,U
E01019692,E01019692,U
E01019693,E01019693,U
E01019694,E01019694,U
E01019696,E01019696,U
E01019683,E01019683,U
E01019684,E01019684,U
E01019685,E01019685,U
E01019686,E01019686,U
E01019687,E01019687,U
E01019648,E01019648,U
E01019649,E01019649,U
E01019650,E01019650,U
E01019651,E01019651,U
E01018085,E01018085,U
E01019695,E01019695,U
E01019641,E01019641,U
E01019652,E01019652,U
E01018086,E01018086,U
E01019653,E01019653,U
E01018087,E01018087,U
E01019707,E01019707,U
E01018088,E01018088,U
E01019708,E01019708,U
E01018065,E01018065,U
E01030408,E01030408,U
E01019647,E01019647,U
E01018076,E01018076,U
E01019675,E01019675,U
E01018111,E01018111,U
E01019679,E01019679,U
E01018062,E01018062,U
E01030395,E01030395,U
E01022778,E01022778,U
E01019682,E01019682,U
E01018102,E01035536,S
E01030413,E01030413,U
E01032877,E01032877,U
E01021805,E01021805,U
E01019642,E01019642,U
E01022720,E01022720,U
E01020025,E01020025,U
E01019709,E01019709,U
E01018102,E01035537,S
E01018105,E01018105,U
E01018106,E01018106,U
E01018110,E01018110,U
W01000287,W01000287,U
W01000298,W01000298,U
W01000338,W01000338,U
W01000306,W01000306,U
W01000320,W01000320,U
W01000340,W01000340,U
W01000253,W01000253,U
W01000254,W01000254,U
W01000296,W01000296,U
W01000297,W01000297,U
W01000304,W01000304,U
W01000305,W01000305,U
W01000288,W01000288,U
W01000290,W01000290,U
W01000292,W01000292,U
W01000293,W01000293,U
W01000289,W01000289,U
W01000291,W01000291,U
W01000294,W01000294,U
W01000295,W01000295,U
W01000258,W01000258,U
W01000270,W01000270,U
W01000271,W01000271,U
W01000272,W01000272,U
W01000301,W01000301,U
W01000273,W01000273,U
W01000274,W01000274,U
W01000275,W01000275,U
W01000278,W01000278,U
W01000276,W01000276,U
