LSOA11CD,pct_bad_health_2011,pct_bad_health_2021
E01030945,2.14,1.532
E01030946,5.086,5.874
E01030947,2.432,3.458
E01030948,2.346,2.439
E01030949,3.176,3.747
E01030950,4.005,5.041
E01030951,3.03,4.141
E01030952,4.548,7.773
E01030953,2.785,2.867
E01030954,2.789,3.013
E01030955,2.869,2.843
E01030956,3.005,4.085
E01030957,2.805,4.057
E01030958,2.33,2.571
E01030959,4.288,3.229
E01030960,2.789,4.002
E01030961,1.972,3.254
E01030962,5.886,6.548
E01030963,3.032,3.65
E01030964,1.806,2.037
E01030965,2.318,3.224
E01030966,2.971,3.989
E01030967,3.534,4.061
E01030968,4.254,3.835
E01030969,1.922,1.68
E01030970,3.794,4.405
E01030971,5.699,4.949
E01030972,4.211,4.222
E01030973,3.785,3.298
E01030974,4.049,3.756
E01030975,2.261,2.925
E01030976,3.836,3.129
E01030977,3.539,3.437
E01030978,3.918,1.916
E01030979,1.757,2.206
E01030980,4.279,2.632
E01030981,5.343,4.738
E01030982,4.031,4.317
E01030983,3.928,3.951
E01030984,5.201,3.884
E01030985,8.179,4.317
E01030986,3.538,3.846
E01030987,2.292,2.689
E01030988,3.044,2.312
E01030989,4.59,2.328
E01030990,2.019,3.278
E01030991,3.633,2.639
E01030992,2.748,1.892
E01030993,3.101,3.119
E01030994,3.488,2.888
E01030995,5.195,4.522
E01030996,3.312,1.97
E01030997,3.15,4.005
E01030998,2.898,3.478
E01030999,1.814,2.719
E01031000,3.255,3.146
E01031001,2.727,3.163
E01031002,2.849,2.672
E01031003,1.731,2.442
E01031004,3.173,3.674
E01031005,6.998,6.815
E01031006,6.934,6.748
E01031007,4.023,4.372
E01031008,6.061,7.548
E01031009,6.98,5.936
E01031010,9.241,9.288
E01031011,4.934,4.511
E01031012,9.362,8.482
E01031013,6.616,6.084
E01031014,5.066,4.105
E01031015,9.979,10.436
E01031016,8.02,6.774
E01031017,4.91,3.143
E01031018,7.476,6.284
E01031019,3.511,4.543
E01031020,3.609,3.562
E01031021,7.125,7.242
E01031022,5.191,5.035
E01031023,4.436,4.2
E01031024,5.133,3.611
E01031025,7.62,6.679
E01031026,6.32,7.529
E01031027,9.239,6.257
E01031028,4.394,4.577
E01031029,5.921,4.131
E01031030,6.264,6.603
E01031031,4.955,5.937
E01031032,7.468,6.276
E01031033,5.781,5.872
E01031034,3.991,3.859
E01031035,7.385,6.677
E01031036,3.864,3.993
E01031037,7.6,5.547
E01031038,4.561,5.013
E01031039,4.551,5.026
E01031040,4.287,3.78
E01031041,4.734,5.021
E01031042,5.136,4.383
E01031043,9.654,10.646
E01031044,6.786,5.926
E01031045,5.784,5.746
E01031046,6.308,6.72
E01031047,6.256,5.575
E01031048,4.585,2.767
E01031049,6.864,5.25
E01031050,2.938,4.482
E01031051,5.455,4.697
E01031052,3.77,5.007
E01031053,11.034,8.935
E01031054,6.437,8.77
E01031055,2.66,2.893
E01031056,5.933,6.631
E01031057,10.473,9.079
E01031058,6.882,6.671
E01031059,6.327,5.369
E01031060,7.628,5.656
E01031061,4.931,5.785
E01031062,7.195,5.992
E01031063,8.931,7.79
E01031064,10.982,10.038
E01031065,7.344,6.554
E01031066,10.704,8.993
E01031067,8.07,7.302
E01031068,6.206,4.535
E01031069,5.962,7.09
E01031070,5.097,4.826
E01031073,6.741,6.596
E01031074,7.29,7.37
E01031075,7.351,6.009
E01031077,8.149,5.608
E01031078,8.137,7.073
E01031079,8.537,7.27
E01031080,8.256,9.058
E01031081,4.43,6.334
E01031082,2.814,3.625
E01031083,4.832,4.197
E01031084,3.098,3.673
E01031085,3.2,3.967
E01031086,8.703,7.489
E01031087,5.201,5.443
E01031088,6.591,5.525
E01031089,6.634,7.078
E01031090,8.915,8.469
E01031091,5.361,5.484
E01031092,6.685,6.208
E01031093,5.712,5.887
E01031094,5.766,5.848
E01031095,7.779,5.796
E01031096,6.377,4.656
E01031097,10.889,11.209
E01031098,7.435,5.598
E01031099,3.656,3.473
E01031100,3.832,2.914
E01031101,2.011,3.632
E01031102,5.059,5.418
E01031103,4.351,3.791
E01031104,5.321,6.121
E01031105,5.439,7.732
E01031106,6.681,6.796
E01031107,4.663,5.296
E01031108,3.096,3.566
E01031109,7.825,7.682
E01031110,4.328,4.451
E01031111,2.228,2.183
E01031112,4.401,4.095
E01031113,4.638,3.816
E01031114,8.958,7.241
E01031115,7.037,5.357
E01031116,8.757,9.243
E01031117,6.991,6.62
E01031118,8.569,8.173
E01031119,8.093,7.313
E01031120,3.297,4.737
E01031121,2.993,3.251
E01031122,3.981,4.31
E01031123,3.81,2.961
E01031124,4.229,3.828
E01031125,4.28,4.45
E01031127,4.494,4.864
E01031129,4.53,3.621
E01031130,3.288,3.47
E01031131,4.263,4.343
E01031132,4.068,3.803
E01031133,6.293,4.849
E01031134,4.214,3.973
E01031135,5.414,5.595
E01031136,4.712,5.003
E01031137,4.37,4.557
E01031138,2.09,2.437
E01031139,2.061,2.678
E01031140,4.31,3.481
E01031141,4.002,2.799
E01031142,5.562,7.714
E01031143,3.277,3.554
E01031144,4.193,4.66
E01031145,4.194,4.737
E01031146,4.459,5.253
E01031147,4.061,3.225
E01031148,4.798,4.552
E01031149,4.307,4.115
E01031150,4.4,3.827
E01031151,4.805,3.987
E01031152,4.71,4.419
E01031153,5.426,4.915
E01031154,3.484,3.422
E01031155,2.557,2.443
E01031156,3.615,3.152
E01031157,2.812,2.572
E01031158,5.069,5.14
E01031159,5.177,5.818
E01031160,4.452,4.814
E01031161,6.929,5.266
E01031162,5.211,3.614
E01031163,7.971,7.812
E01031164,4.393,3.176
E01031165,6.082,6.464
E01031166,3.197,2.996
E01031167,3.628,4.748
E01031168,3.724,4.701
E01031169,3.395,4.319
E01031170,6.076,6.05
E01031171,6.312,6.889
E01031172,5.579,7.237
E01031173,8.181,7.035
E01031174,7.889,6.591
E01031175,6.027,8.198
E01031176,6.107,6.458
E01031177,5.825,6.039
E01031178,6.724,5.486
E01031179,2.832,2.904
E01031180,5.55,4.078
E01031181,3.034,3.827
E01031182,2.614,2.861
E01031183,4.005,3.422
E01031184,3.423,2.309
E01031185,7.518,6.435
E01031186,5.692,6.953
E01031187,3.818,4.187
E01031188,3.546,4.175
E01031189,6.08,5.326
E01031190,5.143,4.421
E01031191,3.728,3.382
E01031192,3.309,3.3
E01031193,3.22,3.115
E01031194,2.529,3.08
E01031195,4.749,2.967
E01031196,3.372,2.413
E01031197,2.912,2.866
E01031198,3.196,3.219
E01031199,4.201,3.323
E01031200,3.222,3.545
E01031201,1.916,2.898
E01031202,2.89,3.58
E01031203,6.901,6.654
E01031204,6.373,6.782
E01031205,4.227,4.089
E01031206,4.81,4.569
E01031207,4.686,5.204
E01031208,6.867,5.711
E01031209,3.97,4.77
E01031210,1.987,2.326
E01031211,5.121,4.57
E01031212,4.343,3.54
E01031213,3.983,3.825
E01031214,2.627,3.737
E01031215,4.435,5.292
E01031216,6.712,6.106
E01031217,4.746,3.577
E01031218,2.083,2.278
E01031219,3.782,3.248
E01031220,4.251,4.239
E01031221,5.809,5.202
E01031222,5.103,3.369
E01031223,3.415,2.395
E01031224,3.846,3.246
E01031225,3.778,3.497
E01031227,5.082,4.145
E01031228,3.587,3.259
E01031229,4.391,4.244
E01031230,3.367,3.585
E01031231,5.266,4.924
E01031232,3.197,3.367
E01031233,5.425,4.451
E01031234,6.207,8.17
E01031235,4.785,5.008
E01031236,3.427,5.519
E01031237,3.589,3.419
E01031238,7.427,7.5
E01031239,3.567,2.9
E01031240,6.012,8.327
E01031241,4.187,4.64
E01031242,7.275,5.955
E01031243,3.367,2.547
E01031244,4.514,2.99
E01031245,3.199,3.994
E01031246,2.296,3.299
E01031247,4.241,3.924
E01031248,3.867,3.585
E01031249,4.246,5.05
E01031250,4.404,3.053
E01031251,3.837,3.358
E01031252,4.835,4.674
E01031253,6.045,4.722
E01031254,2.785,2.522
E01031255,2.085,2.637
E01031256,3.2,2.526
E01031257,6.625,5.902
E01031258,4.831,4.08
E01031259,2.482,2.411
E01031260,5.303,3.125
E01031261,6.399,4.882
E01031262,6.084,5.08
E01031263,4.069,2.693
E01031264,4.768,5.05
E01031265,5.907,8.493
E01031266,4.107,3.978
E01031267,3.716,3.265
E01031268,2.269,2.757
E01031269,2.826,2.214
E01031271,5.317,4.658
E01031272,3.821,2.718
E01031273,6.561,6.502
E01031274,5.718,4.481
E01031275,3.994,3.843
E01031276,4.929,5.378
E01031277,4.303,3.922
E01031278,3.696,5.009
E01031279,6.402,4.993
E01031280,2.818,2.92
E01031281,2.088,2.174
E01031282,3.336,3.208
E01031283,3.834,2.483
E01031284,2.679,1.199
E01031285,4.938,4.426
E01031286,5.605,5.849
E01031287,2.562,2.434
E01031288,5.614,5.852
E01031289,4.656,3.438
E01031290,3.001,3.067
E01031291,5.95,5.026
E01031292,2.475,2.571
E01031293,3.871,3.873
E01031294,3.985,5.556
E01031295,3.384,2.504
E01031296,2.371,3.508
E01031297,4.053,3.6
E01031298,3.144,4.704
E01031299,2.317,1.518
E01031300,1.807,2.343
E01031301,3.099,2.343
E01031302,4.599,4.082
E01031303,4.606,5.376
E01031304,4.12,2.853
E01031305,4.799,4.049
E01031306,4.15,4.056
E01031307,3.945,3.717
E01031308,2.002,1.989
E01031309,5.678,6.506
E01031310,4.539,4.217
E01031311,5.441,5.612
E01031312,4.782,5.054
E01031313,4.934,3.381
E01031314,3.363,3.574
E01031315,2.045,2.286
E01031316,7.336,5.082
E01031317,1.987,4.264
E01031318,2.344,2.639
E01031319,3.257,3.377
E01031320,4.014,3.758
E01031321,5.33,5.783
E01031322,3.598,3.721
E01031323,5.227,5.489
E01031324,4.057,4.08
E01031325,5.492,5.718
E01031327,6.662,6.553
E01031328,3.125,3.459
E01031329,4.022,3.115
E01031330,4.98,3.775
E01031331,4.143,3.939
E01031332,6.438,6.972
E01031333,6.356,4.73
E01031334,4.336,4.651
E01031335,2.847,2.108
E01031336,3.966,3.766
E01031337,3.529,2.516
E01031338,3.777,3.398
E01031339,2.298,3.183
E01031340,3.598,3.194
E01031341,8.068,6.186
E01031342,8.288,6.871
E01031343,5.663,5.527
E01031344,8.327,6.648
E01031345,5.163,5.905
E01031346,5.576,5.014
E01031347,5.172,6.702
E01031348,6.391,7.452
E01031349,5.299,3.931
E01031350,7.527,7.067
E01031351,4.881,5.425
E01031352,5.498,5.779
E01031353,2.414,2.673
E01031354,4.549,4.9
E01031355,5.215,4.901
E01031356,2.935,2.848
E01031357,3.124,4.332
E01031358,8.673,8.212
E01031359,4.345,4.708
E01031360,6.258,6.25
E01031361,7.657,8.196
E01031362,4.699,6.989
E01031363,5.729,6.966
E01031364,5.704,5.401
E01031365,7.018,7.154
E01031366,10.811,7.113
E01031367,2.106,2.728
E01031368,4.337,5.078
E01031369,4.992,4.952
E01031370,4.962,5.716
E01031371,6.984,8.399
E01031372,7.087,7.551
E01031373,5.995,5.08
E01031374,5.556,4.604
E01031375,7.005,4.377
E01031376,7.292,7.143
E01031377,7.697,4.524
E01031378,7.274,5.755
E01031379,7.12,6.219
E01031380,3.604,4.365
E01031381,4.809,5.751
E01031382,5.391,5.776
E01031383,5.283,4.362
E01031384,4.912,4.653
E01031385,7.687,7.45
E01031386,4.564,4.247
E01031387,4.865,6.322
E01031388,4.083,3.519
E01031389,4.132,3.757
E01031390,5.185,4.674
E01031391,3.661,3.293
E01031392,3.734,5.137
E01031393,3.695,4.564
E01031394,3.865,5.965
E01031395,4.042,3.606
E01031396,4.846,4.191
E01031397,6.31,5.052
E01031398,4.966,6.127
E01031399,5.336,5.4
E01031400,8.934,5.916
E01031401,5.456,3.579
E01031402,5.318,5.151
E01031403,6.723,6.326
E01031404,8.097,7.962
E01031405,5.882,5.4
E01031406,3.751,4.154
E01031407,2.926,3.872
E01031408,4.393,4.383
E01031409,5.937,6.185
E01031410,4.818,5.663
E01031411,6.812,6.607
E01031412,4.317,3.011
E01031413,5.614,6.734
E01031414,4.775,6.649
E01031415,7.296,7.557
E01031416,4.362,4.15
E01031417,3.182,4.465
E01031418,4.694,4.225
E01031419,5.15,6.294
E01031420,5.774,4.45
E01031421,4.754,3.645
E01031422,5.925,4.636
E01031423,5.419,6.096
E01031424,5.613,5.105
E01031425,4.109,2.919
E01031426,4.606,8.081
E01031427,9.391,8.898
E01031428,5.29,4.746
E01031429,6.961,7.883
E01031430,7.058,7.606
E01031431,4.52,6.575
E01031432,5.814,5.496
E01031433,7.083,6.52
E01031434,6.837,7.298
E01031435,6.224,5.573
E01031436,8.708,6.7
E01031437,8.939,6.493
E01031438,5.123,4.665
E01031439,5.277,5.641
E01031440,7.259,7.515
E01031441,5.854,6.199
E01031442,4.279,4.005
E01031443,4.525,5.933
E01031444,4.654,4.443
E01031445,6.327,6.859
E01031446,4.962,4.798
E01031447,6.872,5.829
E01031448,6.714,6.347
E01031449,5.51,4.262
E01031450,6.869,6.233
E01031451,6.748,6.207
E01031452,4.762,5.862
E01031453,10.536,9.859
E01031454,8.167,6.898
E01031455,6.263,6.643
E01031456,8.254,8.638
E01031457,6.498,7.342
E01031458,6.443,5.729
E01031459,8.608,9.004
E01031460,6.886,5.51
E01031461,6.193,6.796
E01031462,4.966,4.43
E01031463,4.618,4.637
E01031464,6.751,6.442
E01031465,4.505,5.8
E01031466,4.357,3.215
E01031467,6.523,3.514
E01031468,4.397,2.927
E01031469,6.023,6.965
E01031470,4.302,5.069
E01031471,3.735,3.097
E01031472,4.846,6.767
E01031473,7.474,6.93
E01031474,4.296,4.239
E01031475,5.752,3.931
E01031476,3.919,3.422
E01031477,3.266,4.726
E01031478,2.293,1.853
E01031479,3.749,3.431
E01031480,2.468,4.787
E01031481,5.625,5.093
E01031482,4.275,5.202
E01031483,5.395,6.462
E01031484,3.987,6.346
E01031485,2.78,3.567
E01031486,2.846,3.907
E01031487,3.861,3.279
E01031488,2.693,3.344
E01031489,5.346,4.545
E01031490,4.662,5.949
E01031491,3.377,4.126
E01031492,5.874,6.039
E01031493,3.752,3.439
E01031494,8.297,6.758
E01031495,4.756,4.881
E01031496,3.68,2.674
E01031497,4.345,4.906
E01031498,2.205,2.581
E01031499,4.97,5.236
E01031500,6.2,5.922
E01031501,6.791,6.337
E01031502,1.332,1.198
E01031503,5.795,3.189
E01031504,3.407,3.688
E01031505,3.828,3.641
E01031506,2.839,3.633
E01031507,2.352,3.057
E01031508,3.504,2.094
E01031509,3.848,3.766
E01031511,4.178,4.281
E01031512,4.856,5.33
E01031513,3.197,3.07
E01031514,7.96,4.506
E01031515,4.52,5.015
E01031516,3.854,3.787
E01031517,2.682,2.888
E01031518,2.837,2.542
E01031519,3.058,3.069
E01031520,3.026,4.188
E01031521,2.489,2.664
E01031522,6.294,6.802
E01031523,7.923,7.776
E01031524,8.35,7.241
E01031525,5.204,4.484
E01031526,6.155,10.207
E01031527,6.628,6.759
E01031528,6.405,6.263
E01031529,2.818,3.144
E01031530,3.182,5.969
E01031531,4.103,4.588
E01031532,1.462,1.076
E01031533,6.261,4.81
E01031534,4.482,4.901
E01031535,4.316,3.73
E01031536,3.746,3.971
E01031538,3.992,4.514
E01031539,3.078,2.7
E01031540,5.205,4.076
E01031541,6.587,4.513
E01031542,2.935,3.869
E01031543,4.504,4.468
E01031544,2.737,2.296
E01031545,3.255,2.52
E01031546,4.811,3.911
E01031547,4.58,6.274
E01031548,6.015,7.181
E01031549,4.251,4.74
E01031550,4.399,5.671
E01031551,3.625,3.58
E01031552,5.111,5.534
E01031553,3.656,4.686
E01031554,3.151,2.885
E01031555,4.798,3.793
E01031556,4.532,6.117
E01031557,2.665,4.255
E01031558,7.824,8.02
E01031559,3.597,4.404
E01031560,4.268,4.859
E01031561,4.469,4.286
E01031562,7.615,7.122
E01031563,4.601,3.451
E01031564,3.924,4.928
E01031565,5.766,5.229
E01031566,5.044,4.348
E01031567,4.839,4.542
E01031568,3.379,4.158
E01031569,5.961,5.949
E01031570,5.811,4.908
E01031571,5.714,5.128
E01031572,5.162,4.762
E01031573,5.977,4.017
E01031574,4.015,3.812
E01031575,6.532,5.337
E01031576,6.691,4.734
E01031577,5.813,5.69
E01031578,1.788,1.577
E01031579,3.256,4.141
E01031580,0.767,1.908
E01031581,1.232,1.787
E01031582,2.145,2.257
E01031583,4.651,3.986
E01031584,5.472,4.865
E01031585,4.888,4.78
E01031586,2.91,3.49
E01031587,3.212,2.124
E01031588,3.672,3.395
E01031589,3.735,2.969
E01031590,1.758,2.615
E01031591,4.024,3.939
E01031592,2.079,2.831
E01031593,2.931,3.859
E01031594,4.795,4.835
E01031595,4.314,4.994
E01031596,6.613,5.142
E01031597,3.605,3.191
E01031598,7.688,6.312
E01031599,5.14,4.916
E01031600,4.663,3.853
E01031601,4.984,5.571
E01031603,3.302,3.327
E01031604,4.862,4.938
E01031605,4.892,4.785
E01031606,4.924,3.88
E01031607,4.443,3.995
E01031608,3.375,3.252
E01031609,7.511,6.735
E01031610,6.108,5.786
E01031611,3.102,2.653
E01031612,2.229,3.229
E01031613,2.472,2.19
E01031614,4.187,4.475
E01031615,3.699,3.309
E01031616,3.062,4.468
E01031617,3.705,3.325
E01031618,3.585,4.021
E01031619,2.25,2.21
E01031620,3.748,4.337
E01031621,2.945,3.222
E01031622,2.237,2.393
E01031623,2.685,3.745
E01031624,3.164,3.043
E01031625,2.578,2.047
E01031626,3.423,4.351
E01031627,2.661,3.203
E01031628,4.898,3.82
E01031629,2.927,2.208
E01031630,4.891,4.106
E01031631,7.056,7.02
E01031632,2.373,3.212
E01031633,3.248,2.606
E01031634,7.121,7.376
E01031635,3.226,2.946
E01031636,5.912,5.916
E01031637,5.151,4.373
E01031638,3.183,2.331
E01031639,3.042,3.46
E01031640,1.991,2.141
E01031641,5.128,5.167
E01031642,3.515,3.583
E01031643,6.284,5.474
E01031644,2.012,2.0
E01031645,1.668,2.376
E01031646,1.243,1.876
E01031647,4.678,5.117
E01031648,3.353,3.594
E01031649,2.005,3.022
E01031650,1.894,1.309
E01031651,4.194,5.734
E01031652,6.791,5.329
E01031653,3.062,3.953
E01031654,4.383,5.435
E01031655,2.1,2.776
E01031656,4.885,3.938
E01031657,5.742,3.784
E01031658,3.143,3.512
E01031659,2.364,3.537
E01031660,3.14,2.446
E01031661,3.083,2.974
E01031662,4.891,6.443
E01031663,5.076,4.696
E01031664,3.282,2.75
E01031665,3.402,3.843
E01031666,2.497,2.715
E01031667,4.473,5.068
E01031668,3.854,4.04
E01031669,3.248,3.398
E01031670,3.836,3.607
E01031671,5.405,5.981
E01031672,2.775,3.202
E01031673,3.829,3.486
E01031674,2.169,2.776
E01031675,3.61,3.708
E01031676,2.682,1.961
E01031677,4.094,4.237
E01031678,2.514,2.465
E01031679,2.061,1.806
E01031680,1.865,2.17
E01031681,2.116,3.634
E01031682,1.094,2.246
E01031683,2.844,3.097
E01031684,2.128,2.26
E01031685,5.34,4.007
E01031686,3.73,3.664
E01031687,4.916,5.17
E01031688,4.96,5.244
E01031689,2.81,2.083
E01031690,3.628,4.24
E01031691,3.148,3.086
E01031692,2.617,3.681
E01031693,5.79,4.834
E01031694,2.583,2.662
E01031695,3.898,1.74
E01031696,3.033,3.553
E01031697,3.955,5.272
E01031698,2.638,2.878
E01031699,1.431,2.55
E01031700,1.227,2.294
E01031701,3.736,3.82
E01031702,2.69,3.493
E01031703,5.405,4.041
E01031704,2.808,3.949
E01031705,4.209,4.281
E01031706,4.309,3.627
E01031707,4.943,5.627
E01031708,4.219,4.115
E01031709,6.102,6.215
E01031710,4.123,4.096
E01031711,2.975,2.785
E01031712,5.182,4.903
E01031713,3.518,3.684
E01031714,6.567,5.734
E01031715,1.468,1.998
E01031716,3.318,5.119
E01031717,2.489,3.193
E01031718,3.142,2.75
E01031719,2.958,3.105
E01031720,2.751,4.267
E01031721,5.992,4.915
E01031722,2.997,2.88
E01031723,2.699,2.463
E01031724,1.299,2.477
E01031725,3.46,2.692
E01031726,2.51,4.398
E01031727,4.05,2.958
E01031728,3.006,2.427
E01031729,1.953,2.154
E01031730,1.702,2.635
E01031731,5.174,4.779
E01031732,5.157,4.256
E01031733,3.231,2.943
E01031734,2.103,3.085
E01031735,2.188,2.787
E01031736,4.594,2.495
E01031737,3.054,4.408
E01031738,3.291,2.863
E01031739,2.554,2.542
E01031740,2.717,3.379
E01031741,4.131,3.007
E01031742,4.115,4.321
E01031743,3.345,4.64
E01031744,2.519,2.826
E01031745,3.062,4.175
E01031746,4.451,5.701
E01031747,3.908,3.741
E01031748,3.311,2.481
E01031749,2.78,2.814
E01031750,4.804,5.331
E01031751,2.832,2.943
E01031752,7.612,5.591
E01031753,3.522,2.233
E01031754,3.228,3.873
E01031755,2.797,2.665
E01031756,2.515,2.152
E01031757,4.211,5.658
E01031758,2.227,2.278
E01031759,2.55,2.823
E01031760,2.037,2.331
E01031761,5.7,6.061
E01031763,2.235,2.303
E01031764,3.638,3.569
E01031765,3.367,3.224
E01031766,4.172,2.976
E01031767,3.457,2.896
E01031768,4.194,3.184
E01031769,3.926,2.884
E01031770,1.981,3.742
E01031771,4.378,5.253
E01031772,6.735,4.422
E01031773,2.99,3.463
E01031774,3.177,2.523
E01031775,2.789,3.916
E01031776,2.603,3.342
E01031777,4.221,3.564
E01031778,3.104,3.162
E01031779,6.241,8.675
E01031780,2.892,3.497
E01031781,3.897,3.36
E01031782,6.504,6.253
E01031783,8.48,8.874
E01031784,6.018,3.219
E01031785,6.314,4.453
E01031786,6.556,6.671
E01031787,5.6,6.439
E01031788,5.073,4.71
E01031789,4.501,4.239
E01031790,10.318,10.396
E01031791,7.058,7.342
E01031792,7.227,4.303
E01031793,5.605,4.039
E01031794,6.481,8.044
E01031795,5.242,4.75
E01031796,4.222,4.987
E01031797,3.326,1.865
E01031798,4.694,3.819
E01031799,4.732,4.779
E01031800,3.576,3.72
E01031801,3.982,4.322
E01031802,6.234,5.635
E01031803,3.782,3.127
E01031804,4.84,7.679
E01031805,4.907,5.7
E01031806,4.928,5.031
E01031807,10.621,8.872
E01031808,6.975,7.949
E01031809,5.095,6.116
E01031810,4.351,4.319
E01031811,9.63,9.411
E01031812,6.671,8.071
E01031813,3.788,3.782
E01031814,4.064,4.67
E01031815,5.02,5.577
E01031816,2.981,3.102
E01031817,3.264,4.89
E01031818,4.087,5.325
E01031819,7.846,3.756
E01031820,4.644,5.317
E01031821,4.991,4.654
E01031822,4.061,3.508
E01031823,2.587,3.123
E01031824,2.817,2.372
E01031825,7.023,7.147
E01031826,6.328,5.381
E01031827,4.479,4.823
E01031828,2.506,3.166
E01031829,6.018,6.156
E01031830,6.432,7.187
E01031831,4.345,4.458
E01031832,8.108,6.845
E01031833,5.228,4.832
E01031834,6.567,6.547
E01031835,5.041,4.107
E01031836,6.071,7.869
E01031837,3.391,3.989
E01031838,3.951,4.0
E01031839,6.099,6.744
E01031840,3.548,3.743
E01031841,3.546,3.432
E01031842,2.986,3.47
E01031843,3.928,3.966
E01031844,3.219,3.463
E01031845,3.868,4.139
E01031846,3.755,4.722
E01031847,3.499,2.903
E01031848,3.641,6.407
E01031849,3.276,3.617
E01031850,4.857,5.719
E01031851,6.192,5.479
E01031852,3.969,4.568
E01031853,3.592,6.33
E01031854,7.018,7.745
E01031855,3.111,5.034
E01031856,6.841,6.618
E01031857,5.334,5.941
E01031858,2.399,3.592
E01031859,5.68,7.629
E01031860,4.305,4.194
E01031861,4.151,5.628
E01031862,5.47,5.387
E01031863,3.074,4.368
E01031864,2.483,1.823
E01031865,2.484,2.88
E01031866,3.063,3.894
E01031867,4.759,5.711
E01031868,2.026,2.501
E01031869,5.756,5.541
E01031870,3.549,3.954
E01031871,3.496,3.165
E01031872,3.021,4.919
E01031873,3.264,2.336
E01031874,3.27,5.065
E01031876,3.262,3.91
E01031877,2.56,2.798
E01031878,1.488,1.835
E01031879,0.991,1.013
E01031880,0.871,1.239
E01031882,3.545,4.034
E01031883,4.338,4.177
E01031884,3.503,4.747
E01031885,3.088,3.074
E01031886,2.829,3.657
E01031887,3.065,2.7
E01031888,3.226,3.529
E01031889,3.174,3.391
E01031890,4.111,4.409
E01031891,3.086,4.022
E01031892,4.029,2.343
E01031893,3.109,3.341
E01031894,2.769,2.773
E01031895,5.019,5.132
E01031896,7.939,6.452
E01031897,2.671,3.092
E01031898,3.429,4.548
E01031900,3.848,4.597
E01031901,5.83,5.819
E01031902,2.766,2.776
E01031903,3.227,4.159
E01031904,3.482,2.596
E01031905,2.184,1.334
E01031906,1.84,2.056
E01031907,1.783,1.547
E01031908,4.791,5.559
E01031909,5.016,3.931
E01031910,4.405,3.569
E01031911,5.99,7.761
E01031912,5.564,6.971
E01031913,4.939,4.486
E01031914,5.962,6.292
E01031915,4.7,3.333
E01031916,5.774,5.053
E01031917,6.003,5.315
E01031918,4.472,4.022
E01031919,3.764,3.085
E01031920,3.566,3.46
E01031921,3.27,2.952
E01031922,2.278,3.557
E01031923,2.183,3.534
E01031924,1.864,3.228
E01031925,6.186,6.53
E01031926,5.242,4.032
E01031927,1.685,2.729
E01031928,9.219,8.759
E01031929,4.704,4.355
E01031930,1.632,1.63
E01031931,3.717,3.864
E01031932,7.326,4.725
E01031933,3.846,3.54
E01031934,3.655,2.522
E01031935,2.852,3.511
E01031936,5.277,6.167
E01031937,6.101,5.192
E01031938,2.754,2.853
E01031939,3.363,3.008
E01031940,3.132,2.808
E01031941,2.441,3.065
E01031942,2.376,3.59
E01031944,2.256,3.333
E01031946,0.67,0.54
E01031947,5.794,6.469
E01031948,2.138,2.246
E01031949,4.757,3.932
E01031950,2.219,2.344
E01031951,3.634,2.899
E01031952,6.149,6.772
E01031953,2.98,3.602
E01031954,4.306,2.904
E01031955,3.943,4.479
E01031956,7.686,7.698
E01031957,3.521,2.573
E01031958,2.836,3.159
E01031959,5.449,3.893
E01031960,2.45,3.364
E01031961,2.521,2.82
E01031962,2.556,3.039
E01031963,10.049,6.97
E01031964,4.031,4.263
E01031965,5.199,4.477
E01031966,4.489,3.49
E01031967,4.927,5.535
E01031968,2.752,4.437
E01031969,2.434,2.707
E01031970,3.746,2.737
E01031971,3.553,4.917
E01031972,2.394,3.613
E01031973,3.627,3.167
E01031974,7.358,7.165
E01031975,6.587,8.819
E01031976,2.817,2.924
E01031977,2.378,3.376
E01031978,2.624,3.038
E01031979,6.625,5.689
E01031980,5.267,2.68
E01031981,7.213,6.662
E01031982,4.42,4.944
E01031983,5.724,6.776
E01031984,1.938,2.416
E01031985,5.271,8.245
E01031986,6.971,7.435
E01031988,0.882,0.826
E01031989,4.802,3.595
E01031990,3.206,3.537
E01031991,2.593,4.088
E01031992,2.9,3.215
E01031993,3.915,5.559
E01031994,5.878,4.167
E01031995,3.649,2.773
E01031996,4.796,5.714
E01031997,2.859,3.923
E01031998,0.794,1.019
E01031999,3.346,2.833
E01032000,4.019,3.748
E01032001,3.234,2.855
E01032002,3.871,6.53
E01032003,5.007,4.456
E01032004,3.878,3.73
E01032005,5.666,2.844
E01032006,2.711,1.979
E01032007,2.671,3.499
E01032008,7.072,7.152
E01032009,4.398,4.007
E01032010,3.828,5.61
E01032011,3.002,3.144
E01032012,4.928,5.528
E01032013,7.909,3.397
E01032014,8.425,4.863
E01032015,5.128,4.633
E01032016,3.146,3.493
E01032017,2.755,3.583
E01032018,2.674,3.608
E01032019,7.129,6.368
E01032020,4.415,3.867
E01032021,3.674,3.4
E01032022,5.506,4.126
E01032023,6.874,6.209
E01032024,3.37,4.051
E01032025,3.668,4.721
E01032026,3.435,3.412
E01032027,3.901,3.189
E01032029,2.913,3.252
E01032030,5.419,5.649
E01032031,5.023,3.951
E01032032,3.935,3.595
E01032033,3.02,3.491
E01032034,2.853,4.605
E01032035,4.104,4.079
E01032036,4.71,4.178
E01032037,6.939,7.152
