LSOA11CD,pct_bad_health_2011,pct_bad_health_2021
E01010414,11.366,8.495
E01010415,6.959,6.326
E01010416,10.45,9.398
E01010417,9.57,8.446
E01010418,5.202,3.957
E01010419,7.446,7.171
E01010420,8.012,6.264
E01010421,10.543,8.735
E01010422,7.91,7.651
E01010423,9.601,9.272
E01010424,6.016,5.652
E01010425,7.624,7.937
E01010426,6.412,5.797
E01010427,8.829,10.581
E01010428,7.341,6.087
E01010429,7.519,7.353
E01010430,7.602,5.972
E01010431,6.351,5.527
E01010432,7.179,4.849
E01010433,10.522,6.395
E01010434,8.14,7.81
E01010435,7.117,5.197
E01010436,4.735,4.466
E01010437,3.181,3.382
E01010438,5.39,5.749
E01010439,7.912,8.484
E01010440,11.603,10.741
E01010441,8.96,9.359
E01010442,9.272,7.215
E01010443,7.656,6.572
E01010444,9.545,8.556
E01010445,9.832,7.317
E01010446,8.65,8.333
E01010447,9.291,8.112
E01010448,10.34,11.57
E01010449,5.74,5.217
E01010450,14.672,7.546
E01010451,6.278,5.312
E01010452,7.796,7.052
E01010453,6.753,4.202
E01010454,8.007,7.319
E01010455,7.793,5.711
E01010456,6.603,7.873
E01010457,6.886,6.293
E01010458,7.172,7.697
E01010459,5.688,6.52
E01010460,5.76,4.101
E01010461,5.654,4.898
E01010462,9.653,9.929
E01010463,7.951,7.291
E01010464,10.576,8.364
E01010465,6.216,5.983
E01010466,7.172,5.152
E01010467,8.69,5.944
E01010468,6.8,6.234
E01010469,4.43,4.765
E01010470,7.386,7.031
E01010471,8.144,7.496
E01010472,7.493,5.358
E01010473,8.096,8.622
E01010474,9.723,8.077
E01010475,7.138,6.928
E01010476,7.529,6.186
E01010477,6.506,5.742
E01010478,5.878,5.017
E01010479,7.283,5.709
E01010480,5.63,3.937
E01010481,7.712,7.902
E01010482,8.673,7.666
E01010483,8.659,6.941
E01010484,7.179,7.932
E01010485,9.227,6.524
E01010486,7.215,7.333
E01010487,4.402,3.679
E01010488,8.357,7.524
E01010489,8.083,6.475
E01010490,11.111,8.455
E01010491,7.442,6.33
E01010492,3.358,3.281
E01010493,4.159,3.37
E01010494,3.975,2.342
E01010495,8.1,7.842
E01010496,8.134,8.943
E01010497,3.468,3.774
E01010498,3.648,4.644
E01010499,6.813,5.506
E01010500,5.72,5.898
E01010501,6.922,6.51
E01010502,5.162,5.134
E01010503,6.161,8.307
E01010504,7.642,5.815
E01010505,3.876,4.036
E01010506,6.45,5.727
E01010507,6.178,5.62
E01010508,8.068,7.745
E01010509,7.578,6.266
E01010510,5.349,6.593
E01010511,7.385,4.858
E01010512,8.732,6.567
E01010513,5.098,6.266
E01010514,3.202,2.606
E01010515,3.907,3.73
E01010516,4.083,4.135
E01010517,4.599,5.738
E01010518,5.176,5.037
E01010519,6.429,7.558
E01010520,5.768,4.405
E01010521,4.162,3.687
E01010522,6.942,5.705
E01010523,6.486,5.159
E01010524,8.078,6.023
E01010525,6.962,4.432
E01010526,6.321,4.634
E01010527,8.324,7.045
E01010528,5.043,4.413
E01010529,6.304,5.381
E01010530,5.789,4.281
E01010531,7.662,7.964
E01010532,9.437,8.96
E01010533,7.438,6.987
E01010534,4.774,4.857
E01010535,8.376,7.79
E01010536,6.869,5.308
E01010537,6.635,6.301
E01010538,6.532,7.239
E01010539,4.994,3.185
E01010540,5.821,4.175
E01010541,7.803,8.315
E01010542,4.715,4.934
E01010543,6.556,7.41
E01010544,4.876,4.494
E01010545,3.885,4.702
E01010546,6.719,4.392
E01010547,4.746,6.653
E01010548,9.117,8.641
E01010549,6.337,4.944
E01010550,3.135,3.927
E01010551,4.791,4.342
E01010552,6.714,5.999
E01010553,5.796,4.956
E01010554,7.692,7.528
E01010555,10.674,8.528
E01010556,7.968,6.868
E01010557,7.361,4.785
E01010558,8.585,6.838
E01010559,9.561,9.494
E01010560,10.299,9.181
E01010561,5.549,3.939
E01010562,7.933,7.642
E01010563,9.109,8.108
E01010564,6.509,4.805
E01010565,5.246,4.49
E01010566,9.248,8.302
E01010567,10.199,7.395
E01010568,5.107,5.003
E01010569,8.586,8.2
E01010570,2.195,4.409
E01010571,5.397,5.401
E01010572,4.69,3.237
E01010573,3.311,3.876
E01010574,5.571,5.477
E01010575,4.077,4.444
E01010576,3.816,4.222
E01010577,2.889,2.771
E01010578,3.723,8.416
E01010579,4.257,3.181
E01010580,2.721,4.813
E01010581,3.262,3.837
E01010582,2.578,5.452
E01010583,6.543,6.032
E01010584,5.61,7.636
E01010585,5.821,5.174
E01010586,2.875,3.059
E01010587,2.851,3.157
E01010588,4.685,5.174
E01010589,2.968,3.321
E01010590,2.728,3.318
E01010591,5.577,8.025
E01010592,5.479,4.856
E01010593,5.995,5.421
E01010594,4.97,4.556
E01010595,4.836,6.504
E01010596,3.625,4.688
E01010597,5.797,5.574
E01010598,4.34,4.665
E01010599,4.869,4.727
E01010600,5.304,6.418
E01010601,3.819,4.915
E01010602,5.358,4.84
E01010603,5.164,5.662
E01010604,5.362,4.611
E01010605,6.23,8.75
E01010606,7.708,8.611
E01010607,5.743,7.922
E01010608,5.255,7.073
E01010609,6.939,7.797
E01010610,9.663,8.588
E01010611,7.647,6.604
E01010612,9.296,6.837
E01010613,8.531,8.836
E01010614,6.463,7.201
E01010615,5.497,7.445
E01010616,7.907,7.601
E01010617,12.758,10.309
E01010618,7.864,6.215
E01010619,6.518,5.054
E01010620,9.584,8.155
E01010621,5.652,5.479
E01010622,6.117,7.61
E01010623,9.037,10.312
E01010624,7.124,8.065
E01010625,9.936,7.696
E01010626,6.222,6.396
E01010627,6.796,5.596
E01010628,7.412,6.193
E01010629,3.89,5.933
E01010630,8.64,5.667
E01010631,9.456,7.547
E01010632,7.399,7.737
E01010633,4.734,5.382
E01010634,4.368,5.672
E01010635,10.117,11.849
E01010636,4.382,4.938
E01010637,2.708,3.463
E01010638,4.99,4.193
E01010639,5.505,4.208
E01010640,3.548,4.042
E01010641,7.199,8.218
E01010642,4.082,3.895
E01010643,6.535,6.444
E01010644,6.134,3.549
E01010645,5.157,3.938
E01010646,3.033,2.522
E01010647,3.483,4.356
E01010648,2.955,4.206
E01010649,6.308,5.907
E01010650,6.132,7.011
E01010651,4.339,4.79
E01010652,7.336,6.803
E01010653,7.379,7.833
E01010654,10.229,7.009
E01010655,5.187,7.238
E01010656,5.242,5.837
E01010657,3.567,5.139
E01010658,6.285,5.637
E01010659,7.143,7.924
E01010662,5.451,5.597
E01010663,7.861,7.337
E01010664,4.728,5.772
E01010665,4.756,5.573
E01010666,9.865,12.507
E01010667,4.86,5.961
E01010668,5.162,4.025
E01010669,5.274,5.334
E01010670,6.592,4.452
E01010671,5.903,5.536
E01010672,2.844,3.64
E01010673,5.231,7.034
E01010674,6.515,5.15
E01010675,8.342,5.246
E01010676,6.683,6.198
E01010677,6.435,5.449
E01010678,6.32,7.324
E01010679,7.675,7.37
E01010680,8.549,7.937
E01010681,2.671,2.463
E01010682,8.621,8.869
E01010683,2.356,2.262
E01010684,4.859,4.244
E01010685,3.386,5.357
E01010686,5.071,5.071
E01010687,2.752,3.163
E01010688,5.213,5.681
E01010689,3.184,3.736
E01010690,5.255,6.025
E01010691,3.338,2.855
E01010692,4.453,5.582
E01010693,3.873,3.047
E01010694,5.647,3.24
E01010695,4.868,5.344
E01010696,2.519,2.235
E01010697,3.564,4.486
E01010698,2.821,4.602
E01010699,4.838,5.612
E01010700,6.458,4.44
E01010701,7.395,6.915
E01010702,5.501,6.359
E01010703,6.273,5.95
E01010704,5.544,5.445
E01010705,6.651,4.897
E01010706,2.932,4.156
E01010707,4.147,3.659
E01010708,3.986,3.407
E01010709,3.417,2.871
E01010710,9.331,8.55
E01010711,12.919,12.117
E01010712,4.065,4.348
E01010713,7.259,7.53
E01010714,4.594,5.568
E01010715,7.08,6.385
E01010716,5.952,7.286
E01010717,4.296,5.009
E01010718,7.77,7.784
E01010719,7.728,5.532
E01010720,8.275,9.217
E01010721,8.483,6.66
E01010722,5.492,5.244
E01010723,4.833,5.44
E01010724,5.992,7.864
E01010725,5.595,6.132
E01010726,4.153,4.558
E01010727,5.995,6.268
E01010728,5.556,6.86
E01010729,9.357,5.165
E01010730,12.117,11.111
E01010731,6.731,7.926
E01010732,7.454,6.815
E01010733,9.761,10.0
E01010734,5.273,6.057
E01010735,7.489,8.009
E01010736,5.71,4.91
E01010737,9.573,7.5
E01010738,5.266,6.153
E01010739,8.44,6.651
E01010740,6.443,5.726
E01010741,4.573,5.71
E01010742,6.64,5.396
E01010743,8.035,9.97
E01010744,5.425,5.697
E01010745,6.578,6.006
E01010746,5.467,4.018
E01010747,6.877,5.791
E01010748,9.29,8.747
E01010749,7.515,9.118
E01010750,5.133,4.399
E01010751,7.886,8.363
E01010752,5.713,5.694
E01010753,4.802,5.851
E01010754,4.107,5.777
E01010755,7.173,5.533
E01010756,5.277,5.219
E01010758,3.256,2.32
E01010759,7.22,7.386
E01010760,4.886,3.337
E01010761,6.597,6.418
E01010762,3.639,5.4
E01010763,7.12,5.343
E01010764,2.871,2.585
E01010765,5.074,5.575
E01010766,2.458,2.881
E01010767,5.379,4.075
E01010768,1.025,1.784
E01010769,4.813,5.105
E01010770,1.166,1.699
E01010771,2.302,3.025
E01010772,2.756,2.206
E01010773,2.857,3.389
E01010774,3.461,3.383
E01010775,4.543,3.656
E01010776,5.949,6.087
E01010777,8.974,9.245
E01010778,5.704,5.839
E01010779,8.099,7.664
E01010781,3.464,5.687
E01010782,7.556,7.644
E01010783,5.92,5.407
E01010784,5.653,5.89
E01010785,3.827,4.461
E01010786,6.472,4.921
E01010787,5.28,4.545
E01010788,4.582,4.089
E01010789,5.447,6.71
E01010790,4.124,2.939
E01010791,5.152,5.519
E01010792,5.917,6.486
E01010793,5.428,5.092
E01010794,8.065,7.01
E01010795,4.009,4.491
E01010796,8.647,7.333
E01010797,2.845,2.97
E01010798,4.23,6.325
E01010799,5.007,6.884
E01010800,8.528,9.111
E01010801,3.768,5.58
E01010802,6.75,7.226
E01010803,6.855,6.211
E01010804,6.309,6.195
E01010805,5.424,6.141
E01010806,8.412,6.421
E01010807,8.118,9.114
E01010808,6.066,5.91
E01010809,8.233,7.425
E01010810,5.596,5.861
E01010811,5.813,6.183
E01010812,6.36,6.654
E01010813,6.35,8.136
E01010814,8.717,9.846
E01010815,5.757,4.94
E01010816,4.859,4.336
E01010817,8.966,7.551
E01010818,5.334,4.381
E01010819,11.125,12.032
E01010820,10.885,11.486
E01010821,7.527,7.258
E01010822,9.773,9.655
E01010824,8.526,7.247
E01010825,4.532,3.964
E01010826,7.766,6.093
E01010827,4.387,5.452
E01010828,7.081,7.444
E01010829,9.455,7.497
E01010830,6.59,6.047
E01010831,6.366,6.193
E01010832,6.4,4.854
E01010833,8.358,8.386
E01010834,2.365,5.645
E01010835,6.758,6.517
E01010836,4.891,5.558
E01010837,6.993,6.025
E01010838,5.625,6.227
E01010839,6.01,8.794
E01010840,12.62,10.027
E01010841,8.484,6.925
E01010842,8.329,7.335
E01010843,8.329,8.215
E01010845,9.109,9.026
E01010846,5.209,6.227
E01010847,5.193,5.556
E01010848,5.12,6.12
E01010849,4.899,5.075
E01010850,6.227,7.256
E01010851,4.29,4.424
E01010852,7.465,6.541
E01010853,4.377,5.168
E01010854,4.328,6.279
E01010855,3.932,4.966
E01010856,7.683,6.419
E01010857,4.241,3.532
E01010858,3.346,2.675
E01010859,3.091,4.137
E01010860,2.647,3.192
E01010861,3.484,3.957
E01010862,4.577,3.672
E01010863,3.389,3.892
E01010864,6.212,7.99
E01010865,5.315,5.893
E01010866,5.076,4.841
E01010867,4.7,4.442
E01010868,7.303,7.822
E01010869,7.792,6.42
E01010870,5.456,5.563
E01010871,6.168,5.831
E01010872,7.314,7.511
E01010873,4.739,5.233
E01010874,11.694,10.066
E01010875,4.498,3.649
E01010876,3.501,5.365
E01010877,6.557,6.08
E01010878,5.296,6.465
E01010879,4.089,5.231
E01010880,11.134,10.584
E01010881,4.903,4.911
E01010882,5.939,7.343
E01010883,3.718,4.003
E01010884,7.303,8.302
E01010885,4.825,4.428
E01010886,7.008,5.615
E01010887,3.853,4.098
E01010888,5.683,6.263
E01010889,7.865,8.979
E01010890,6.306,5.471
E01010891,7.945,7.898
E01010892,3.256,3.524
E01010893,4.718,6.427
E01010894,5.576,6.48
E01010895,7.917,6.218
E01010896,4.054,3.013
E01010897,3.112,3.563
E01010898,4.543,5.173
E01010899,4.901,4.996
E01010900,4.138,2.773
E01010901,4.779,4.343
E01010902,6.807,6.266
E01010903,5.759,5.378
E01010904,3.728,3.335
E01010905,3.378,2.819
E01010906,2.055,2.733
E01010907,2.577,3.053
E01010908,4.219,3.885
E01010909,5.457,4.919
E01010910,7.608,8.939
E01010911,2.919,3.331
E01010912,6.62,7.19
E01010913,5.144,6.023
E01010914,6.898,6.753
E01010915,4.969,4.97
E01010916,7.989,7.391
E01010917,3.969,4.594
E01010918,3.835,3.827
E01010919,7.605,7.62
E01010920,3.713,3.877
E01010921,5.61,6.354
E01010922,3.715,3.306
E01010923,4.56,5.253
E01010924,12.057,12.523
E01010925,6.41,6.026
E01010926,5.769,9.302
E01010927,4.587,4.503
E01010928,8.41,7.692
E01010929,3.715,4.943
E01010930,7.043,7.857
E01010931,4.765,4.574
E01010932,3.555,4.903
E01010933,3.549,4.0
E01010934,4.677,5.166
E01010935,3.974,3.994
E01010936,2.3,3.123
E01010937,4.744,3.803
E01010938,7.428,8.667
E01010939,5.04,4.461
E01010940,5.567,6.887
E01010941,6.018,8.405
E01010942,7.788,8.999
E01010943,7.157,8.215
E01010944,8.339,9.527
E01010945,4.821,5.045
E01010946,3.481,2.868
E01010947,2.819,3.844
E01010948,7.926,8.062
E01010949,5.761,7.134
E01010950,7.986,6.323
E01010951,5.692,5.556
E01010952,3.687,4.465
E01010953,2.181,3.254
E01010954,2.177,1.808
E01010955,2.787,2.564
E01010956,3.704,3.309
E01010957,3.3,3.779
E01010958,9.925,10.666
E01010959,6.194,6.899
E01010960,8.333,6.978
E01010961,5.933,5.281
E01010964,7.551,8.782
E01010965,10.93,12.152
E01010966,7.688,7.719
E01010967,8.112,10.251
E01010968,5.431,3.964
E01010969,3.064,3.011
E01010970,3.639,5.473
E01010971,3.095,2.626
E01010972,3.578,3.534
E01010973,5.499,4.639
E01010974,7.283,7.049
E01010975,6.915,5.303
E01010976,4.794,4.118
E01010977,4.224,3.651
E01010978,4.528,4.037
E01010979,8.526,9.4
E01010980,5.937,5.013
E01010981,4.212,5.556
E01010982,5.614,4.124
E01010983,8.385,11.714
E01010984,6.216,5.735
E01010985,6.003,5.878
E01010986,6.982,7.184
E01010987,7.538,7.449
E01010988,8.48,8.275
E01010989,6.662,6.254
E01010990,4.707,5.237
E01010991,5.013,4.222
E01010992,3.803,4.854
E01010993,6.584,6.388
E01010994,11.697,8.323
E01010995,8.142,6.613
E01010996,7.611,8.372
E01010997,4.192,4.615
E01010998,5.276,5.668
E01010999,3.939,4.507
E01011000,4.66,5.47
E01011001,5.854,6.046
E01011002,4.756,5.04
E01011003,7.084,5.867
E01011004,11.372,11.103
E01011005,6.903,5.438
E01011006,5.171,5.645
E01011007,4.778,4.338
E01011008,3.256,4.683
E01011009,6.194,5.345
E01011010,6.807,6.949
E01011011,5.266,5.203
E01011012,4.676,5.57
E01011013,5.246,6.039
E01011014,5.932,6.654
E01011015,9.956,10.065
E01011016,6.68,5.862
E01011017,7.885,8.279
E01011018,6.948,6.308
E01011019,5.718,7.317
E01011020,8.457,6.318
E01011021,3.226,3.338
E01011022,4.693,3.376
E01011023,5.09,4.038
E01011024,5.335,5.783
E01011025,5.541,7.129
E01011026,6.49,5.146
E01011027,5.644,4.431
E01011028,7.968,6.436
E01011029,9.198,9.572
E01011030,6.144,7.195
E01011031,4.425,3.717
E01011032,6.897,5.662
E01011033,5.991,5.162
E01011034,7.366,7.756
E01011035,7.181,7.055
E01011036,7.87,7.05
E01011037,4.99,5.347
E01011038,9.632,7.804
E01011039,7.246,6.6
E01011040,5.162,6.279
E01011041,6.433,7.175
E01011042,4.843,5.518
E01011043,7.417,5.234
E01011044,5.772,4.25
E01011045,11.123,7.755
E01011046,3.078,3.069
E01011047,4.519,5.288
E01011048,10.189,7.571
E01011049,5.353,4.566
E01011050,4.211,4.312
E01011051,3.129,3.62
E01011052,4.994,5.077
E01011053,4.81,4.092
E01011054,4.549,3.88
E01011055,4.035,4.141
E01011056,3.776,3.333
E01011057,5.421,4.136
E01011058,4.355,4.909
E01011059,6.43,6.879
E01011060,9.605,7.63
E01011061,7.697,8.089
E01011062,2.952,3.316
E01011063,5.276,5.543
E01011064,7.687,7.058
E01011065,3.791,4.644
E01011066,2.97,3.672
E01011067,5.296,3.939
E01011068,3.116,3.299
E01011069,4.474,4.937
E01011070,4.193,4.005
E01011071,3.874,3.918
E01011072,5.022,5.24
E01011073,5.984,5.67
E01011074,5.23,5.674
E01011075,6.602,5.689
E01011076,6.233,5.014
E01011077,4.963,5.144
E01011078,5.815,6.267
E01011079,7.366,7.988
E01011080,6.913,7.519
E01011081,8.679,8.508
E01011082,8.007,8.798
E01011083,4.994,5.631
E01011084,8.466,7.297
E01011085,9.459,7.697
E01011086,5.098,4.611
E01011087,8.312,8.021
E01011088,3.89,4.375
E01011089,5.937,5.494
E01011090,6.129,6.892
E01011091,3.503,3.906
E01011092,4.937,4.409
E01011093,9.749,8.705
E01011094,10.7,10.723
E01011095,6.406,6.332
E01011096,5.509,5.457
E01011097,8.205,6.926
E01011098,5.026,4.062
E01011099,5.037,4.752
E01011100,9.254,9.337
E01011101,6.502,6.499
E01011102,3.607,3.832
E01011103,10.902,7.91
E01011104,8.844,7.405
E01011105,6.124,4.798
E01011106,7.609,7.047
E01011107,6.233,4.919
E01011108,6.096,5.04
E01011109,3.51,3.318
E01011110,3.903,3.345
E01011111,5.508,5.064
E01011112,6.312,5.221
E01011113,3.666,4.291
E01011114,9.564,9.322
E01011115,3.017,3.886
E01011116,3.853,4.257
E01011117,2.912,4.373
E01011118,3.485,3.09
E01011119,7.014,6.067
E01011120,2.667,2.18
E01011121,6.815,6.979
E01011122,6.931,8.303
E01011123,9.673,8.131
E01011124,4.898,6.154
E01011125,6.092,5.358
E01011126,8.533,8.307
E01011127,4.382,4.142
E01011128,6.15,5.409
E01011129,4.508,6.191
E01011130,9.618,8.636
E01011132,2.699,2.85
E01011133,6.406,5.914
E01011134,7.128,7.385
E01011136,5.946,8.444
E01011137,7.322,5.497
E01011138,7.482,6.517
E01011139,4.564,5.127
E01011140,7.304,7.979
E01011141,5.092,3.774
E01011142,4.689,3.711
E01011143,7.279,7.609
E01011144,7.219,7.126
E01011145,4.641,4.612
E01011146,3.34,3.806
E01011147,5.153,3.871
E01011148,10.749,9.977
E01011149,6.667,8.99
E01011150,3.775,4.626
E01011151,3.117,3.006
E01011152,4.625,4.554
E01011153,5.364,6.272
E01011154,6.234,5.059
E01011155,3.6,3.676
E01011156,5.977,6.291
E01011157,5.593,5.741
E01011158,4.812,5.581
E01011159,3.5,2.622
E01011160,2.788,2.803
E01011161,3.661,3.963
E01011162,4.579,5.081
E01011163,9.27,9.731
E01011164,6.136,5.853
E01011165,4.992,5.056
E01011166,8.133,7.279
E01011167,7.971,6.842
E01011168,3.433,3.495
E01011169,3.384,4.051
E01011170,2.829,2.704
E01011171,2.666,5.681
E01011172,10.728,5.681
E01011173,4.088,4.38
E01011174,3.998,3.831
E01011175,6.483,5.269
E01011176,4.399,4.354
E01011177,4.126,4.539
E01011178,5.708,6.09
E01011179,3.331,2.743
E01011180,3.547,2.482
E01011181,3.412,4.186
E01011182,3.864,3.666
E01011183,2.601,2.174
E01011184,5.027,5.214
E01011185,4.345,3.076
E01011186,6.157,3.144
E01011187,3.982,3.411
E01011188,4.077,3.947
E01011189,3.618,2.745
E01011190,2.474,2.96
E01011191,3.744,4.483
E01011192,7.039,6.373
E01011193,4.079,4.189
E01011194,4.526,3.392
E01011195,1.704,1.946
E01011196,3.407,2.416
E01011197,4.984,5.918
E01011198,2.637,3.662
E01011199,3.623,3.704
E01011200,2.503,3.853
E01011201,7.048,6.674
E01011202,7.093,7.066
E01011203,4.598,4.317
E01011204,5.657,5.4
E01011205,4.05,4.078
E01011206,5.777,5.719
E01011207,4.214,3.849
E01011208,5.542,5.727
E01011209,3.149,2.718
E01011210,3.074,3.215
E01011211,4.211,3.646
E01011212,9.864,9.329
E01011213,4.537,4.232
E01011214,4.142,4.62
E01011215,7.655,3.981
E01011216,4.645,4.956
E01011217,5.434,4.478
E01011218,7.319,5.603
E01011219,6.19,4.684
E01011220,7.027,6.931
E01011221,3.784,3.432
E01011222,7.466,7.227
E01011223,6.105,6.6
E01011224,8.459,9.994
E01011225,4.698,4.627
E01011226,4.103,4.38
E01011227,10.5,10.426
E01011228,5.27,6.383
E01011229,4.859,5.073
E01011230,7.02,6.37
E01011231,5.349,4.567
E01011232,8.908,6.633
E01011233,4.658,4.399
E01011234,7.33,7.362
E01011235,11.08,8.891
E01011236,6.379,6.793
E01011237,6.562,6.825
E01011238,6.943,5.872
E01011239,4.61,3.646
E01011240,6.357,6.45
E01011241,3.343,3.614
E01011242,7.215,6.679
E01011243,4.283,3.993
E01011244,4.083,3.479
E01011245,5.172,5.962
E01011246,6.034,7.366
E01011247,3.167,4.641
E01011248,7.201,7.523
E01011249,6.372,6.689
E01011250,8.197,8.258
E01011251,7.09,8.457
E01011252,4.692,3.515
E01011253,9.731,7.711
E01011254,4.029,5.318
E01011255,8.197,9.298
E01011256,6.716,8.378
E01011257,7.188,5.692
E01011258,5.689,5.41
E01011259,8.191,6.638
E01011260,5.318,5.782
E01011261,4.993,4.062
E01011262,6.944,6.773
E01011263,5.623,5.652
E01011264,6.568,5.992
E01011265,4.738,4.857
E01011266,2.121,1.914
E01011267,6.551,7.181
E01011268,8.106,7.394
E01011269,5.67,6.952
E01011270,2.599,2.792
E01011271,2.271,1.842
E01011272,2.63,2.957
E01011273,4.976,3.911
E01011274,9.543,8.088
E01011275,5.704,5.103
E01011276,3.035,3.112
E01011277,2.78,3.115
E01011278,3.617,2.589
E01011279,3.277,3.948
E01011280,1.935,2.748
E01011281,5.485,6.456
E01011282,6.531,7.559
E01011283,7.288,6.662
E01011284,5.254,5.187
E01011286,4.743,5.097
E01011287,4.621,4.791
E01011292,9.08,8.491
E01011293,7.267,5.247
E01011294,11.858,13.697
E01011295,4.718,5.152
E01011296,5.006,5.415
E01011297,3.785,3.074
E01011298,7.737,8.232
E01011299,4.915,4.577
E01011300,5.786,7.756
E01011301,3.817,4.425
E01011302,5.121,5.048
E01011303,6.201,4.974
E01011304,8.611,7.372
E01011305,5.013,4.826
E01011306,4.024,3.379
E01011307,7.929,6.492
E01011308,7.461,5.013
E01011309,4.18,3.856
E01011310,4.621,4.177
E01011311,2.629,2.522
E01011312,8.255,6.963
E01011313,4.765,4.587
E01011314,4.008,3.814
E01011315,4.704,6.014
E01011316,5.311,5.219
E01011317,9.208,8.794
E01011318,7.619,6.83
E01011319,5.676,5.86
E01011320,5.197,4.02
E01011321,6.736,6.992
E01011322,6.218,4.704
E01011323,7.103,7.247
E01011324,4.309,5.716
E01011325,5.919,5.222
E01011326,8.241,6.999
E01011327,7.094,6.899
E01011328,7.109,7.228
E01011329,3.701,3.481
E01011330,5.423,3.938
E01011331,5.25,6.642
E01011332,6.418,6.839
E01011333,6.413,6.355
E01011334,5.955,6.223
E01011335,5.625,5.146
E01011336,10.164,9.413
E01011337,6.29,5.648
E01011338,9.994,9.069
E01011339,10.768,8.945
E01011340,8.973,8.54
E01011341,5.323,4.282
E01011342,6.879,7.409
E01011343,7.577,7.424
E01011344,6.973,4.91
E01011345,8.251,7.009
E01011346,11.614,8.091
E01011347,7.301,5.867
E01011348,7.398,5.512
E01011349,11.305,9.401
E01011350,3.446,2.41
E01011351,3.95,4.201
E01011352,4.358,4.317
E01011353,3.056,2.687
E01011354,6.729,7.805
E01011355,8.999,6.304
E01011356,6.127,5.107
E01011357,7.994,7.445
E01011358,9.773,8.634
E01011359,4.697,7.753
E01011360,6.843,4.794
E01011361,8.354,5.486
E01011362,7.692,7.545
E01011363,8.364,6.173
E01011364,7.725,6.544
E01011366,9.572,5.823
E01011368,8.549,5.349
E01011369,6.726,5.227
E01011370,7.251,10.835
E01011371,11.918,9.106
E01011372,7.536,6.114
E01011373,7.505,6.568
E01011374,6.36,5.835
E01011375,5.956,6.181
E01011376,3.958,2.166
E01011377,3.752,3.816
E01011378,6.815,9.732
E01011379,9.852,7.329
E01011380,3.02,3.419
E01011381,3.582,2.985
E01011382,3.64,2.797
E01011383,5.683,5.914
E01011384,5.455,5.541
E01011385,3.443,4.858
E01011386,3.242,2.259
E01011388,5.757,4.997
E01011390,7.97,6.96
E01011391,8.936,9.114
E01011392,6.494,5.34
E01011393,5.739,4.68
E01011394,8.246,6.39
E01011395,4.054,4.841
E01011396,4.53,4.025
E01011397,4.183,4.203
E01011398,2.387,2.625
E01011399,4.794,5.459
E01011400,6.723,6.169
E01011401,2.584,3.211
E01011402,6.222,5.65
E01011403,6.948,7.789
E01011404,3.482,4.575
E01011405,4.702,5.017
E01011406,3.991,3.726
E01011407,5.041,5.197
E01011408,8.753,6.698
E01011409,6.299,5.409
E01011410,7.3,5.489
E01011411,3.834,3.384
E01011412,4.526,3.744
E01011413,3.841,4.055
E01011414,3.1,2.605
E01011415,4.141,3.783
E01011416,4.406,3.906
E01011417,7.754,6.283
E01011418,3.862,2.679
E01011419,3.598,3.704
E01011420,5.8,5.453
E01011421,8.479,7.208
E01011422,5.926,4.765
E01011423,7.583,5.13
E01011424,5.25,4.543
E01011425,4.612,5.48
E01011426,5.22,4.821
E01011427,6.218,6.748
E01011428,5.455,4.864
E01011429,6.876,6.799
E01011430,5.239,4.677
E01011431,8.04,8.918
E01011432,4.3,5.415
E01011433,5.527,4.359
E01011434,4.939,4.264
E01011435,1.703,2.247
E01011440,2.528,2.966
E01011441,2.764,2.197
E01011442,1.915,1.6
E01011443,1.521,1.914
E01011444,1.677,2.309
E01011445,1.191,1.285
E01011446,1.779,1.599
E01011447,2.031,2.311
E01011448,4.326,3.276
E01011449,3.037,3.119
E01011450,8.401,10.453
E01011451,2.041,3.413
E01011452,2.034,1.513
E01011453,3.981,3.576
E01011454,1.609,1.306
E01011455,2.243,2.117
E01011456,2.578,2.734
E01011457,4.148,3.558
E01011458,1.954,1.942
E01011459,3.413,3.159
E01011460,4.897,4.743
E01011461,2.614,3.133
E01011462,6.679,5.961
E01011463,7.833,6.206
E01011464,2.622,3.094
E01011465,5.287,5.432
E01011466,9.94,8.653
E01011467,11.025,6.275
E01011468,11.2,7.829
E01011469,6.164,4.725
E01011470,7.346,7.805
E01011471,8.429,8.043
E01011472,11.076,10.628
E01011473,7.588,7.468
E01011474,7.481,7.663
E01011475,6.48,6.468
E01011476,9.289,6.916
E01011477,5.757,5.83
E01011478,3.812,4.127
E01011479,1.965,1.709
E01011480,4.969,3.905
E01011481,5.577,4.194
E01011482,3.662,3.109
E01011483,6.752,6.212
E01011484,8.388,9.381
E01011485,7.283,7.064
E01011488,3.774,4.03
E01011489,6.995,6.402
E01011490,4.21,3.635
E01011491,8.917,7.236
E01011492,10.395,9.117
E01011493,7.727,6.266
E01011494,7.745,4.467
E01011496,2.384,2.76
E01011497,9.577,6.593
E01011499,4.134,4.281
E01011500,4.969,4.312
E01011502,7.352,7.498
E01011504,11.22,8.44
E01011505,5.503,5.533
E01011506,4.031,3.834
E01011507,4.241,3.746
E01011508,3.182,2.582
E01011509,5.625,5.439
E01011510,13.642,11.257
E01011511,5.117,4.108
E01011512,4.278,3.949
E01011513,3.301,3.311
E01011514,3.74,2.58
E01011515,2.674,2.876
E01011516,3.286,2.122
